Season,Rank,Player,TGT,TGT %,REC,YDS,Y/R,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
2002,26,Joey Galloway (DAL),120,27.4,61,908,14.9,12,6,4,31,0,1,16,127.9,8,0.00%
2002,27,James Thrash (PHI),107,19.9,52,635,12.2,9,6,18,126,2,1,16,122.1,7.6,0.00%
2002,28,Todd Pinkston (PHI),113,21.1,60,798,13.3,16,7,1,-15,0,0,15,120.3,8,0.00%
2002,29,Wayne Chrebet (NYJ),80,16.7,51,691,13.5,9,9,0,0,0,2,15,119.1,7.9,0.00%
2002,30,Brian Finneran (ATL),101,22.1,56,838,15,14,6,0,0,0,1,16,117.8,7.4,0.00%
2002,31,David Patten (NE),120,20.4,61,824,13.5,12,5,2,6,0,0,16,113,7.1,0.00%
2002,32,Antonio Bryant (DAL),93,21.3,44,733,16.7,13,6,6,40,0,2,16,109.3,6.8,0.00%
2002,33,Eddie Kennison (KC),92,19.8,53,906,17.1,16,2,7,58,0,0,16,108.4,6.8,0.00%
2002,34,Darrell Jackson (SEA),112,19.3,62,877,14.1,13,4,3,3,0,2,13,108,8.3,0.00%
2002,35,Donte' Stallworth (NO),69,13.5,42,594,14.1,11,8,2,2,0,0,13,107.6,8.3,0.00%
2002,36,Troy Brown (NE),141,23.9,97,890,9.2,3,3,3,14,0,2,14,106.4,7.6,0.00%
2002,37,Tai Streets (SF),109,19.5,72,756,10.5,7,5,0,0,0,0,15,105.6,7,0.00%
2002,38,Derrius Thompson (WAS),93,17,53,773,14.6,10,4,10,77,0,2,16,105,6.6,0.00%
2002,39,Tim Brown (OAK),127,20.8,81,930,11.5,11,2,6,19,0,1,16,104.9,6.6,0.00%
2002,40,Corey Bradford (HOU),106,25.3,45,697,15.5,10,6,2,-11,0,0,16,104.6,6.5,0.00%
2002,41,Dennis Northcutt (CLE),49,9.1,38,601,15.8,9,5,8,104,1,2,13,104.5,8,0.00%
2002,42,Muhsin Muhammad (CAR),108,24,63,823,13.1,17,3,3,40,0,0,14,104.3,7.5,0.00%
2002,43,Ed McCaffrey (DEN),103,20.6,69,903,13.1,11,2,2,22,0,1,16,102.5,6.4,0.00%
2002,44,Keenan McCardell (TB),101,18.4,61,670,11,6,6,1,3,0,1,14,101.3,7.2,0.00%
2002,45,Steve Smith (CAR),97,21.4,54,872,16.1,18,3,1,-4,0,2,15,100.8,6.7,0.00%
2002,46,Kevin Johnson (CLE),120,22.1,67,703,10.5,10,4,0,0,0,0,16,99.6,6.2,0.00%
2002,47,Chris Chambers (MIA),100,22.7,52,734,14.1,9,3,6,78,0,0,15,99.2,6.6,0.00%
2002,48,Peter Warrick (CIN),81,14.4,53,606,11.4,9,6,8,22,0,1,15,96.8,6.5,0.00%
2002,49,Reggie Wayne (IND),72,12.1,49,716,14.6,11,4,0,0,0,1,15,93.6,6.2,0.00%
2002,50,Terry Glenn (GB),106,18.8,56,817,14.6,12,2,0,0,0,1,15,91.7,6.1,0.00%
2002,51,Bill Schroeder (DET),77,13.8,36,595,16.5,10,5,0,0,0,0,14,91.5,6.5,0.00%
2002,52,Tim Dwight (LAC),93,17.7,50,623,12.5,10,2,12,108,1,0,16,91.1,5.7,0.00%
2002,53,Marc Boerigter (KC),38,8,20,420,21,6,8,0,0,0,0,15,90,6,0.00%
2002,54,Dez White (CHI),94,17.8,51,656,12.9,12,4,3,11,0,1,16,88.7,5.5,0.00%
2002,55,Antonio Freeman (PHI),80,14.8,46,600,13,8,4,0,0,0,0,15,84,5.6,0.00%
2002,56,Andre Davis (CLE),72,13.2,37,420,11.4,6,6,3,7,0,0,16,78.7,4.9,0.00%
2002,57,Jerome Pathon (NO),80,15.4,43,523,12.2,4,4,0,0,0,0,14,76.3,5.5,0.00%
2002,58,Az-Zahir Hakim (DET),82,14.8,37,541,14.6,8,3,4,3,0,0,10,72.4,7.2,0.00%
2002,59,Santana Moss (NYJ),52,10.6,30,433,14.4,8,4,7,48,0,0,15,72.1,4.8,0.00%
2002,60,Antwaan Randle El (PIT),65,12.2,47,489,10.4,7,2,19,134,0,3,16,72,4.5,0.00%
