Season,Rank,Player,TACKLE,ASSIST,SACK,TFL,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
2017,41,Trumaine Johnson (LAR),57,8,0,0,14,2,1,1,1,16,136.8,8.6,1.00%
2017,42,Mike Hilton (PIT),42,12,4,10,6,2,1,0,0,16,136.2,8.5,1.30%
2017,43,Marshon Lattimore (NO),43,9,0,1,18,5,1,0,1,13,135.9,10.5,0.70%
2017,44,Reggie Nelson (OAK),60,29,0,1,5,1,2,0,0,16,135.2,8.5,0.00%
2017,45,Dontae Johnson (SF),68,8,0,2,7,1,0,0,1,16,134.8,8.4,1.00%
2017,46,Buster Skrine (NYJ),56,7,1,2,9,1,2,2,0,15,133,8.9,1.10%
2017,46,Malcolm Butler (NE),55,5,1,1,12,2,3,0,0,16,133,8.3,1.00%
2017,48,Tashaun Gipson Sr. (JAC),53,11,0,4,7,4,0,1,0,16,132.6,8.3,1.60%
2017,49,Trae Waynes (MIN),57,8,1,4,11,2,0,0,0,16,132.3,8.3,1.10%
2017,50,Chris Conte (TB),61,15,0,0,8,1,3,0,0,16,132.2,8.3,0.00%
2016,1,Landon Collins (NYG),100,25,4,9,13,5,0,1,1,16,262.1,16.4,1.00%
2016,2,Johnathan Cyprien (JAC),96,30,1,3,4,0,1,1,0,16,192.2,12,1.00%
2016,3,Tony Jefferson II (ARI),74,18,2,13,5,0,2,2,0,15,188.7,12.6,1.60%
2016,4,Antoine Bethea (SF),95,15,0,3,3,1,1,1,0,16,179.2,11.2,14.70%
2016,5,Keanu Neal (ATL),72,33,0,2,9,0,5,1,0,14,175.4,12.5,1.00%
2016,6,Morgan Burnett (GB),68,23,3,3,9,2,0,1,0,15,166.8,11.1,1.00%
2016,7,Kurt Coleman (CAR),65,29,1,1,7,4,1,0,1,15,166.6,11.1,1.00%
2016,8,Logan Ryan (NE),74,18,1,2,11,2,1,0,0,16,164.4,10.3,0.80%
2016,9,Bradley McDougald (TB),79,12,0,3,10,2,0,1,0,16,164.3,10.3,1.00%
2016,10,T.J. Ward (DEN),69,18,1,1,8,1,3,2,0,14,160.7,11.5,0.10%
2016,11,Eric Berry (KC),62,15,0,2,9,4,1,0,2,16,159,9.9,0.00%
2016,12,Casey Hayward Jr. (LAC),50,7,0,1,20,7,0,0,1,16,153.9,9.6,1.00%
2016,13,Eric Weddle (BAL),48,41,1,1,13,4,1,0,0,16,153.1,9.6,6.10%
2016,14,Rodney McLeod Jr. (PHI),68,11,1,3,7,3,1,0,0,16,151.6,9.5,1.00%
2016,15,Tavon Wilson (DET),72,15,1,4,2,2,0,1,0,15,150.5,10,1.00%
2016,16,Ha Ha Clinton-Dix (GB),61,18,0.5,1,7,5,1,0,0,16,149.5,9.3,1.20%
2016,17,Malcolm Butler (NE),48,15,1,1,17,4,1,2,0,16,147.6,9.2,1.00%
2016,18,Brent Grimes (TB),51,6,0,0,24,4,1,0,1,16,147.2,9.2,0.00%
2016,19,Josh Norman (WAS),52,15,0,2,19,3,2,0,0,16,146.1,9.1,1.00%
2016,20,Harrison Smith (MIN),69,22,2,4,2,0,0,1,0,14,145.2,10.4,2.10%
2016,21,Bashaud Breeland (WAS),60,11,1,1,11,3,2,0,0,14,144.6,10.3,1.10%
2016,22,Byron Jones (DAL),67,14,0,3,10,1,1,0,0,16,142.8,8.9,1.00%
2016,23,Dominique Rodgers-Cromartie (NYG),41,8,1,2,21,6,1,0,0,15,142.1,9.5,1.00%
2016,24,Marcus Cooper Sr. (ARI),63,6,0,0,11,4,0,0,1,15,141.7,9.4,0.00%
2016,25,Malcolm Jenkins (PHI),44,25,1,3,9,3,0,1,2,16,141.2,8.8,8.10%
2016,26,Daniel Sorensen (KC),47,7,1,4,6,3,2,3,1,16,140,8.8,1.00%
2016,27,Daryl Worley (CAR),62,25,1,2,9,1,0,0,0,16,139.6,8.7,0.80%
2016,28,Shawn Williams (CIN),59,22,1,3,5,3,0,0,0,15,139.3,9.3,5.50%
2016,29,Janoris Jenkins (NYG),44,5,1,5,18,3,1,0,0,15,138.4,9.2,1.00%
2016,30,Vernon Hargreaves III (TB),68,8,0,3,9,1,1,0,0,16,138.3,8.6,1.00%
2016,31,Mike Adams (IND),62,17,0,1,2,2,2,2,0,15,137.7,9.2,0.70%
2016,31,D.J. Swearinger Sr. (ARI),56,8,2,5,8,3,0,0,0,16,137.7,8.6,1.20%
2016,33,Reggie Nelson (OAK),50,15,0,0,12,5,0,2,0,16,137.5,8.6,0.00%
2016,34,Marcus Peters (KC),35,10,0,0,20,6,1,3,0,15,136.3,9.1,1.00%
2016,34,Jalen Ramsey (JAC),55,10,0,2,14,2,1,0,1,16,136.3,8.5,8.80%
2016,36,Corey Graham (BUF),57,25,1,2,9,1,0,1,0,16,136.1,8.5,0.00%
2016,37,Barry Church (DAL),61,24,0,2,4,2,1,0,0,12,134.9,11.2,2.00%
2016,38,Kenny Vaccaro (NO),50,17,1,5,5,2,2,1,0,11,134,12.2,2.50%
2016,39,Steven Nelson (KC),58,6,0,4,16,0,0,2,0,15,133.6,8.9,1.00%
2016,40,Devin McCourty (NE),64,14,0,1,7,1,1,1,0,16,133,8.3,3.30%
2016,40,Vonn Bell (NO),58,25,1,2,4,0,2,1,0,16,133,8.3,1.00%
2016,42,DeShawn Shead (SEA),56,24,0,0,14,1,1,0,0,15,132.4,8.8,0.00%
2016,43,Kam Chancellor (SEA),47,34,0,3,8,2,1,0,0,12,129.9,10.8,0.10%
2016,44,Darian Stewart (DEN),55,13,0,2,6,3,1,1,0,16,129.5,8.1,1.00%
2016,45,Robert Alford (ATL),50,9,0,1,19,2,0,0,1,16,128.9,8.1,1.00%
2016,46,Xavier Rhodes (MIN),44,8,0,2,11,5,1,0,1,14,128.7,9.2,1.00%
2016,47,Ricardo Allen (ATL),61,29,0,0,3,2,0,0,0,16,128.1,8,1.20%
2016,48,Chris Harris Jr. (DEN),57,6,0,1,11,2,1,1,0,16,127.3,8,1.80%
2016,49,David Amerson (OAK),56,8,0,1,16,2,0,0,0,15,126.8,8.5,0.00%
2016,50,Jason McCourty (TEN),59,8,0,0,12,2,0,1,0,14,126.7,9,1.00%
2015,1,Reshad Jones (MIA),106,29,2,9,10,5,0,1,2,16,267.9,16.7,1.00%
2015,2,Tyrann Mathieu (ARI),80,9,1,11,17,5,1,0,1,14,219,15.6,0.60%
2015,3,Malcolm Jenkins (PHI),86,18,0,9,10,2,3,1,1,16,212.4,13.3,8.10%
2015,4,Corey Graham (BUF),91,31,1,4,4,2,0,2,1,16,204.2,12.8,0.00%
2015,5,Marcus Peters (KC),53,7,0,2,26,8,1,0,2,16,184.9,11.6,1.00%
2015,6,Ron Parker (KC),67,11,5,6,12,3,1,0,0,16,180.9,11.3,0.00%
2015,7,Kurt Coleman (CAR),53,35,1,5,9,7,0,0,1,15,177.2,11.8,1.00%
2015,8,Landon Collins (NYG),80,28,0,5,9,1,1,0,0,16,176.4,11,1.00%
2015,9,Trumaine Johnson (LAR),58,13,0,1,17,7,0,1,1,14,175.9,12.6,1.00%
2015,10,Kenny Vaccaro (NO),71,33,3,6,5,0,1,1,0,16,174.1,10.9,2.50%
2015,10,Ha Ha Clinton-Dix (GB),82,17,3,3,3,2,1,0,0,16,174.1,10.9,1.20%
2015,12,Bashaud Breeland (WAS),59,22,0,5,16,2,3,2,0,15,172.1,11.5,1.10%
2015,13,Josh Norman (CAR),48,8,0,3,19,4,3,2,2,16,166.3,10.4,1.00%
2015,14,Reggie Nelson (CIN),50,22,0,2,14,8,0,2,0,16,165.8,10.4,0.00%
2015,15,Dashon Goldson (WAS),69,39,0,1,3,1,1,2,1,15,163,10.9,0.00%
2015,16,Will Allen (PIT),61,18,4,5,8,1,2,0,0,13,158.8,12.2,0.00%
2015,17,Mike Adams (IND),52,23,1,1,6,5,3,1,1,13,158.2,12.2,0.70%
2015,18,Charles Woodson (OAK),59,15,0,1,9,5,1,3,0,16,157.2,9.8,0.00%
2015,19,Antwon Blake (PIT),62,12,1,5,12,2,1,0,1,16,156.8,9.8,0.00%
2015,20,Johnathan Cyprien (JAC),77,30,0,1,2,1,1,1,0,14,156.7,11.2,1.00%
2015,21,David Amerson (OAK),54,5,0,0,26,4,1,0,1,16,153.9,9.6,0.00%
2015,22,Walter Thurmond (PHI),52,19,2,3,7,3,2,1,1,16,151.5,9.5,0.00%
2015,23,Rodney McLeod Jr. (LAR),59,22,0,2,5,1,3,1,1,16,150.8,9.4,1.00%
2015,24,Tony Jefferson II (ARI),55,19,2,4,5,2,3,0,1,16,150.6,9.4,1.60%
2015,25,Barry Church (DAL),75,38,0,2,0,0,1,0,0,15,150.2,10,2.00%
2015,26,Mike Mitchell (PIT),58,22,0,0,9,3,2,2,0,16,148.3,9.3,0.00%
2015,27,Dwight Lowery (IND),56,20,1,2,9,4,0,0,1,16,147.8,9.2,0.00%
2015,28,Davon House (JAC),49,11,0,1,23,4,1,1,0,16,147,9.2,0.00%
2015,29,Michael Griffin (TEN),65,34,1,4,3,1,0,0,0,15,146.8,9.8,5.00%
2015,30,Dominique Rodgers-Cromartie (NYG),52,6,0,2,13,3,2,1,2,15,146.2,9.7,1.00%
2015,31,Ronald Darby (BUF),61,7,0,3,21,2,0,0,0,15,146,9.7,1.00%
2015,32,Aaron Colvin (JAC),60,13,4,6,7,0,1,0,0,16,145.6,9.1,1.00%
2015,33,Logan Ryan (NE),58,16,0,2,14,4,0,0,0,16,145.5,9.1,0.80%
2015,34,Chris Conte (TB),58,20,0,6,6,2,2,0,0,14,144.4,10.3,0.00%
2015,35,Bradley McDougald (TB),67,20,0,2,4,2,0,0,0,16,136.9,8.6,1.00%
2015,36,Janoris Jenkins (LAR),56,8,0,1,16,3,1,0,0,15,135.6,9,1.00%
2015,37,D.J. Hayden (OAK),64,6,1,3,8,1,1,0,0,16,133.1,8.3,1.00%
2015,38,Marcus Gilchrist (NYJ),60,22,0,0,7,3,0,0,0,16,132.3,8.3,1.10%
2015,39,Donte Whitner (CLE),58,23,1.5,4,4,0,1,0,0,14,130.4,9.3,1.00%
2015,40,Adam Jones (CIN),53,9,1,1,12,3,1,0,0,14,130,9.3,0.00%
2015,40,Glover Quin (DET),56,11,0,0,5,4,1,0,1,16,130,8.1,0.00%
2015,42,Brandon Browner (NO),63,13,0,0,10,1,0,1,0,16,128.5,8,0.00%
2015,43,Johnathan Joseph (HOU),48,10,0,1,22,1,1,1,0,16,128.2,8,1.00%
2015,44,Captain Munnerlyn (MIN),51,4,1,4,4,2,1,2,1,16,127.7,8,0.00%
2015,45,Lamarcus Joyner (LAR),54,18,2,3,6,0,0,1,0,16,127.5,8,1.00%
2015,46,Malcolm Butler (NE),56,11,0,1,15,2,0,0,0,16,127.4,8,1.00%
2015,47,William Gay (PIT),46,12,1,7,7,2,0,0,1,16,126.2,7.9,0.10%
2015,48,Ricardo Allen (ATL),59,9,1,0,5,3,0,1,0,15,126,8.4,1.20%
2015,49,Byron Maxwell (PHI),53,11,0,0,10,2,2,1,0,14,125,8.9,0.00%
2015,49,Damarious Randall (GB),51,5,0,1,14,3,0,0,1,15,125,8.3,1.00%
2015,51,Harrison Smith (MIN),49,17,1.5,3,3,2,1,0,1,13,124.4,9.6,2.10%
2014,1,Harrison Smith (MIN),71,20,3,7,9,5,1,0,1,16,199.9,12.5,2.10%
2014,2,Charles Woodson (OAK),83,30,1,4,8,4,0,1,0,16,197.4,12.3,0.00%
2014,3,Morgan Burnett (GB),89,34,1.5,4,4,1,1,1,0,15,194.5,13,1.00%
2014,4,Michael Griffin (TEN),84,26,3,6,5,2,0,0,0,16,190.4,11.9,5.00%
2014,5,T.J. McDonald (LAR),84,20,2,8,6,1,0,1,0,16,187.5,11.7,0.00%
2014,6,Rashad Johnson (ARI),72,17,1,2,8,4,0,1,2,16,178.1,11.1,0.00%
2014,7,Antoine Bethea (SF),72,14,1,4,10,4,1,0,1,16,177.8,11.1,14.70%
2014,8,Ryan Mundy (CHI),74,27,1,1,6,4,0,1,1,16,177.1,11.1,0.00%
2014,9,Mike Adams (IND),67,20,0,1,11,5,2,2,0,16,175.8,11,0.70%
2014,10,Jason McCourty (TEN),77,8,0,1,11,3,2,1,1,16,173.8,10.9,1.00%
2014,11,Reggie Nelson (CIN),60,32,1.5,5,13,4,0,0,0,16,172.3,10.8,0.00%
2014,12,Eric Weddle (LAC),82,22,0,2,8,1,2,0,0,16,169.9,10.6,6.10%
2014,13,Ron Parker (KC),84,10,1,2,12,1,1,0,0,16,169.7,10.6,0.00%
2014,14,Kemal Ishmael (ATL),67,27,0,2,6,4,1,1,1,16,169,10.6,1.00%
2014,15,Aqib Talib (DEN),55,9,1,3,16,4,1,0,2,15,161.1,10.7,1.00%
2014,16,Johnathan Joseph (HOU),70,5,0,1,11,2,2,2,1,16,159.9,10,1.00%
2014,17,Johnathan Cyprien (JAC),77,34,0,5,3,0,0,0,0,15,158.3,10.6,1.00%
2014,18,Joe Haden (CLE),58,15,0,1,20,3,1,2,0,15,158.1,10.5,1.10%
2014,19,Antrel Rolle (NYG),71,16,0,1,9,3,1,1,0,16,158,9.9,0.00%
2014,19,Donte Whitner (CLE),69,37,0,3,4,1,2,0,0,16,158,9.9,1.00%
2014,19,Malcolm Jenkins (PHI),61,15,0,3,15,3,0,1,1,16,158,9.9,8.10%
2014,22,Reshad Jones (MIA),70,9,1,5,7,3,1,0,0,12,157.9,13.2,1.00%
2014,23,Barry Church (DAL),73,20,0,2,6,2,1,1,0,16,156.9,9.8,2.00%
2014,24,Earl Thomas III (SEA),69,26,0,1,5,1,3,1,0,16,154.4,9.7,1.10%
2014,25,Ryan Clark (WAS),68,33,0.5,3,3,1,0,2,0,16,154.2,9.6,0.00%
2014,26,Kendrick Lewis (HOU),52,32,0,4,6,2,3,1,1,17,153.4,9,0.00%
2014,27,Glover Quin (DET),57,16,0,2,10,7,0,0,0,16,152.8,9.6,0.00%
2014,28,Bradley Roby (DEN),62,2,1,5,13,2,2,1,0,16,152.6,9.5,1.00%
2014,29,Alterraun Verner (TB),58,18,0,7,9,2,2,0,0,14,149.9,10.7,0.00%
2014,30,Robert Blanton (MIN),72,34,0,0,2,1,0,1,0,15,145.8,9.7,0.00%
2014,31,Chris Harris Jr. (DEN),51,4,1,5,17,3,1,1,0,16,144.7,9,1.80%
2014,32,Marcus Gilchrist (LAC),59,17,1,7,5,1,2,0,0,16,143.5,9,1.10%
2014,33,E.J. Gaines (LAR),63,7,0,3,14,2,0,1,0,15,142.5,9.5,0.00%
2014,34,William Gay (PIT),54,10,0,1,12,3,0,0,3,16,142.2,8.9,0.10%
2014,35,T.J. Ward (DEN),60,14,2,6,5,2,0,0,0,15,141.2,9.4,0.10%
2014,36,Dwight Lowery (ATL),60,19,1,1,5,2,2,1,0,16,140.5,8.8,0.00%
2014,37,Rodney McLeod Jr. (LAR),60,10,0,3,6,2,2,2,0,16,140.4,8.8,1.00%
2014,38,Corey Graham (BUF),59,18,0,0,16,2,0,1,0,16,140.3,8.8,0.00%
2014,39,D.J. Swearinger Sr. (HOU),51,22,1,3,6,2,3,1,0,16,139.8,8.7,1.20%
2014,40,Kyle Fuller (CHI),50,13,0,3,10,4,3,0,0,16,139.5,8.7,1.00%
2014,41,Ha Ha Clinton-Dix (GB),62,27,1,1,6,1,0,1,0,16,138.1,8.6,1.20%
2014,42,Buster Skrine (CLE),55,11,0,0,18,4,0,0,0,16,138,8.6,1.10%
2014,43,Dawan Landry (NYJ),64,40,1.5,1,1,0,0,0,0,16,136.6,8.5,0.00%
2014,44,Bradley Fletcher (PHI),51,7,0,1,22,1,1,1,1,15,136.5,9.1,0.00%
2014,45,Tramon Williams Sr. (GB),60,10,0,0,13,3,0,1,0,16,136.4,8.5,1.00%
2014,46,Nate Allen (PHI),51,11,1,1,5,4,1,3,0,15,135.1,9,0.00%
2014,47,Brent Grimes (MIA),47,10,0,1,12,5,1,0,1,16,133.7,8.4,0.00%
2014,47,Perrish Cox (SF),49,4,0,0,16,5,0,2,0,15,133.7,8.9,0.00%
2014,49,Bashaud Breeland (WAS),53,9,0,3,14,2,2,0,0,16,132.9,8.3,1.10%
2014,50,Desmond Trufant (ATL),53,8,0,1,16,3,0,1,0,16,131.3,8.2,1.00%
2013,1,Barry Church (DAL),105,28,0,3,6,1,3,1,1,16,222.6,13.9,2.00%
2013,2,Antrel Rolle (NYG),77,18,2,4,12,6,1,1,0,16,203.5,12.7,0.00%
2013,3,T.J. Ward (CLE),75,37,1.5,9,5,2,0,1,2,16,202.6,12.7,0.10%
2013,4,Eric Berry (KC),66,8,3.5,11,11,3,1,2,2,15,202.1,13.5,0.00%
2013,5,Eric Weddle (LAC),78,25,1,5,9,2,1,2,0,16,188,11.8,6.10%
2013,6,Charles Woodson (OAK),75,22,2,5,3,1,3,2,1,16,185.3,11.6,0.00%
2013,7,Earl Thomas III (SEA),75,25,0,0,9,5,2,0,0,16,178,11.1,1.10%
2013,8,Tramon Williams Sr. (GB),62,22,2.5,4,11,3,2,2,0,16,177.6,11.1,1.00%
2013,9,DeAngelo Hall (WAS),57,21,0,1,13,4,3,1,3,16,177.4,11.1,0.00%
2013,9,Antoine Bethea (IND),80,30,1,3,6,2,0,1,0,16,177.4,11.1,14.70%
2013,11,William Moore (ATL),67,19,2,3,7,3,3,2,0,16,176.1,11,0.00%
2013,12,Reshad Jones (MIA),84,23,1.5,3,4,1,0,0,1,16,174.2,10.9,1.00%
2013,13,Tashaun Gipson Sr. (CLE),63,32,0,2,12,5,0,0,1,16,173.1,10.8,1.60%
2013,14,Troy Polamalu (PIT),50,19,2,7,11,2,5,1,1,16,171.7,10.7,0.00%
2013,15,Josh Wilson (WAS),64,25,2,5,7,1,2,3,0,16,171.1,10.7,0.00%
2013,16,Bernard Pollard (TEN),77,22,0.5,3,9,3,0,0,0,16,170.4,10.6,0.00%
2013,17,Captain Munnerlyn (CAR),48,26,3.5,4,12,2,1,1,2,16,163.9,10.2,0.00%
2013,18,Prince Amukamara (NYG),76,9,0,4,13,1,2,0,0,16,163.5,10.2,6.20%
2013,19,Johnathan Cyprien (JAC),81,17,1,1,6,1,2,0,0,15,163,10.9,1.00%
2013,20,Major Wright (CHI),77,22,0,0,3,2,2,0,1,15,160.8,10.7,0.00%
2013,21,Chris Conte (CHI),72,17,0,1,7,3,1,0,0,16,153,9.6,0.00%
2013,22,Aaron Williams (BUF),60,22,0,2,11,4,1,0,0,14,152.4,10.9,0.00%
2013,23,Alterraun Verner (TEN),49,8,0,0,22,5,0,2,1,16,151.8,9.5,0.00%
2013,24,Mike Mitchell (CAR),50,16,3.5,4,8,4,2,0,0,15,151.4,10.1,0.00%
2013,25,Kam Chancellor (SEA),61,32,0,3,6,3,1,0,0,16,151.3,9.5,0.10%
2013,26,Lardarius Webb (BAL),63,11,0,2,22,2,0,0,0,16,151.1,9.4,0.00%
2013,27,Tim Jennings (CHI),50,8,0,0,13,4,3,1,2,16,148.7,9.3,0.00%
2013,28,Corey Graham (BAL),51,17,1,5,12,4,1,0,0,16,148,9.3,0.00%
2013,29,Ryan Clark (PIT),61,43,0,1,4,2,0,1,0,16,146.7,9.2,0.00%
2013,30,Brandon Carr (DAL),60,11,0,2,12,3,0,1,1,16,146.4,9.2,1.00%
2013,31,Donte Whitner (SF),58,15,0,3,12,2,2,1,0,16,145.9,9.1,1.00%
2013,32,Tyrann Mathieu (ARI),64,3,1,6,9,2,1,0,0,13,144.9,11.1,0.60%
2013,33,Da'Norris Searcy (BUF),46,23,3.5,5,7,1,0,1,2,16,144.6,9,0.00%
2013,34,Tracy Porter (OAK),53,14,1.5,5,12,2,0,0,1,16,142.9,8.9,0.00%
2013,35,Orlando Scandrick (DAL),59,5,2,4,12,2,1,0,0,16,142.4,8.9,1.00%
2013,36,Chris Harris Jr. (DEN),58,7,0,5,14,3,0,0,0,16,141,8.8,1.80%
2013,37,Eric Reid (SF),58,12,0,0,11,4,0,2,0,16,140.7,8.8,1.00%
2013,38,Rodney McLeod Jr. (LAR),61,15,0,2,7,2,1,2,0,16,140.5,8.8,1.00%
2013,39,Desmond Trufant (ATL),55,15,0,1,17,2,1,1,0,16,140.1,8.8,1.00%
2013,40,Dawan Landry (NYJ),58,37,1,2,7,1,0,0,0,16,139.7,8.7,0.00%
2013,41,Morgan Burnett (GB),57,36,0,0,6,0,0,3,1,13,139.6,10.7,1.00%
2013,42,Yeremiah Bell (ARI),58,15,1,5,9,2,0,0,0,16,138.4,8.6,0.00%
2013,43,Brent Grimes (MIA),52,8,0,1,17,4,0,0,1,16,138.3,8.6,0.00%
2013,44,Kenny Vaccaro (NO),60,17,1,4,8,1,1,0,0,14,138.1,9.9,2.50%
2013,45,Marcus Gilchrist (LAC),58,18,1,3,5,2,1,1,0,16,137.8,8.6,1.10%
2013,46,Leodis McKelvin (BUF),59,12,0,1,19,1,1,0,0,15,137.7,9.2,0.00%
2013,47,William Gay (PIT),55,8,1,4,9,1,2,0,1,16,135.2,8.5,0.10%
2013,48,Richard Sherman (SEA),38,10,0,0,16,8,0,0,1,16,134.7,8.4,0.90%
2013,49,Trumaine Johnson (LAR),58,9,0,2,11,3,1,0,0,16,134.6,8.4,1.00%
2013,50,Cary Williams (PHI),55,10,1,1,12,3,0,1,0,16,133.7,8.4,0.00%
2012,1,Charles Tillman (CHI),75,12,0,1,16,3,10,2,3,16,229.3,14.3,0.10%
2012,2,Morgan Burnett (GB),87,35,2,5,5,2,2,1,0,16,207,12.9,1.00%
2012,3,Richard Sherman (SEA),54,11,1,0,24,8,3,1,1,16,197.5,12.3,0.90%
2012,4,Ronde Barber (TB),71,21,1,8,13,4,1,0,1,16,196.1,12.3,0.00%
2012,5,Eric Weddle (LAC),83,14,1,4,9,3,2,0,1,16,191.9,12,6.10%
2012,6,Antoine Winfield (MIN),72,29,0.5,8,13,3,0,1,0,16,190.4,11.9,0.00%
2012,7,Roman Harper (NO),88,27,0,4,11,2,0,0,0,16,189.2,11.8,1.00%
2012,8,Reshad Jones (MIA),73,21,1,4,9,4,2,2,0,16,189,11.8,1.00%
2012,9,Cortland Finnegan (LAR),83,18,1,3,9,3,1,0,1,16,188.3,11.8,0.00%
2012,10,LaRon Landry (NYJ),76,24,0,4,8,2,4,0,1,16,186.4,11.7,0.00%
2012,11,Jason McCourty (TEN),73,19,0,4,15,4,1,1,0,16,184.6,11.5,1.00%
2012,12,Harrison Smith (MIN),70,28,1,1,10,3,1,1,2,16,182.7,11.4,2.10%
2012,13,DeAngelo Hall (WAS),64,26,1,7,13,4,0,1,0,16,181,11.3,0.00%
2012,14,Janoris Jenkins (LAR),64,9,0,3,14,4,0,1,4,15,179.6,12,1.00%
2012,15,Ryan Clark (PIT),74,28,0,4,7,2,2,1,0,15,174.9,11.7,0.00%
2012,16,Stevie Brown (NYG),56,10,0,3,11,8,2,2,0,16,171.7,10.7,0.00%
2012,17,Tim Jennings (CHI),55,5,0,1,21,9,0,0,1,14,171.3,12.2,0.00%
2012,18,Glover Quin (HOU),64,20,1,6,13,2,2,0,0,16,168,10.5,0.00%
2012,19,Jairus Byrd (BUF),53,23,0,5,6,5,4,2,0,16,167.5,10.5,0.00%
2012,20,Cary Williams (BAL),67,8,1,2,17,4,0,0,1,16,167.3,10.5,0.00%
2012,21,Thomas DeCoud (ATL),62,14,1,4,9,6,0,1,0,16,165.3,10.3,0.00%
2012,22,Quintin Mikell (LAR),75,18,3,3,2,0,4,0,0,16,164.7,10.3,0.00%
2012,23,Eric Berry (KC),73,13,0,10,10,1,0,0,0,16,164.6,10.3,0.00%
2012,24,William Moore (ATL),59,16,1,5,9,4,2,1,0,12,162.8,13.6,0.00%
2012,25,Bernard Pollard (BAL),71,27,2,6,5,1,0,0,0,13,162.6,12.5,0.00%
2012,26,Devin McCourty (NE),60,19,0,3,13,5,1,0,0,16,160.6,10,3.30%
2012,27,Alterraun Verner (TEN),59,17,0,8,9,2,1,1,1,16,158.9,9.9,0.00%
2012,28,Reggie Nelson (CIN),54,29,1,6,9,3,2,0,0,14,158.6,11.3,0.00%
2012,29,Antrel Rolle (NYG),71,21,0,4,5,2,1,1,0,16,158,9.9,0.00%
2012,30,Antoine Bethea (IND),75,25,2,3,7,0,0,0,0,16,157.5,9.8,14.70%
2012,31,Josh Wilson (WAS),54,20,1,0,13,2,3,2,1,16,155.7,9.7,0.00%
2012,32,Danieal Manning (HOU),59,18,1,2,8,2,3,1,1,16,155.5,9.7,0.00%
2012,33,Major Wright (CHI),52,19,0,5,8,4,1,2,1,16,155.2,9.7,0.00%
2012,34,Dunta Robinson (ATL),67,13,1.5,7,8,1,1,0,0,16,155,9.7,0.00%
2012,35,Madieu Williams (WAS),65,33,1,3,6,1,0,0,1,16,154,9.6,0.00%
2012,36,Quentin Jammer (LAC),55,9,0,3,9,3,1,3,2,16,153.6,9.6,0.00%
2012,37,Chris Clemons (MIA),69,26,0,3,4,2,0,1,0,16,150.7,9.4,0.00%
2012,38,Kam Chancellor (SEA),71,24,0,3,4,0,1,2,0,16,150.4,9.4,0.10%
2012,39,Michael Griffin (TEN),60,19,1,3,4,4,2,0,0,16,149.9,9.4,5.00%
2012,40,Patrick Peterson (ARI),52,3,0,2,16,7,0,1,0,16,148.4,9.3,0.90%
2012,41,Yeremiah Bell (NYJ),72,16,1,3,2,0,0,3,0,16,146.9,9.2,0.00%
2012,42,Patrick Robinson (NO),53,11,1,1,18,3,1,0,1,16,146.6,9.2,1.00%
2012,43,Kurt Coleman (PHI),67,22,0,3,4,2,1,0,0,14,144.8,10.3,1.00%
2012,43,Chris Harris Jr. (DEN),51,10,2.5,4,9,3,0,0,2,15,144.8,9.7,1.80%
2012,45,Malcolm Jenkins (NO),65,29,0,2,6,1,0,0,1,13,144.6,11.1,8.10%
2012,46,Mike Adams (DEN),60,20,1,1,11,0,2,2,0,16,144.3,9,0.70%
2012,47,Dawan Landry (JAC),81,19,0,0,2,1,0,0,0,16,144,9,0.00%
2012,48,Ed Reed (BAL),49,9,0,1,15,4,0,3,1,16,143.5,9,0.00%
2012,49,Terence Newman (CIN),52,21,0,4,11,2,1,2,0,15,142.5,9.5,0.00%
2012,49,Kerry Rhodes (ARI),58,9,1,0,11,4,2,0,0,15,142.5,9.5,0.00%
2011,1,Charles Tillman (CHI),83,17,1,5,12,3,4,2,2,16,223.2,14,0.10%
2011,2,Roman Harper (NO),73,22,7.5,9,7,0,2,1,0,16,201.4,12.6,1.00%
2011,3,Charles Woodson (GB),63,12,2,4,17,7,1,1,1,15,196.4,13.1,0.00%
2011,4,Jairus Byrd (BUF),75,23,1,5,8,3,3,1,1,16,195.4,12.2,0.00%
2011,5,Antoine Bethea (IND),80,59,0,2,7,0,2,1,0,16,192.2,12,14.70%
2011,6,Morgan Burnett (GB),77,27,1,1,11,3,2,2,0,16,190.1,11.9,1.00%
2011,7,Jason McCourty (TEN),83,20,1,1,13,2,1,1,0,15,189.7,12.6,1.00%
2011,8,Kam Chancellor (SEA),73,21,1,3,13,4,1,1,0,15,184.6,12.3,0.10%
2011,9,George Wilson (BUF),76,28,0,2,6,4,2,1,0,13,181.3,13.9,0.00%
2011,10,Troy Polamalu (PIT),64,27,1,7,14,2,0,1,1,16,179.1,11.2,0.00%
2011,11,Quintin Mikell (LAR),75,16,1,3,5,2,5,1,0,16,177.8,11.1,0.00%
2011,12,Charlie Peprah (GB),65,29,0,3,10,5,1,0,1,15,177.2,11.8,0.00%
2011,13,Reggie Nelson (CIN),57,25,2,4,12,4,2,0,1,16,174.6,10.9,0.00%
2011,14,Darian Stewart (LAR),60,16,3,9,11,1,2,0,1,15,172.1,11.5,1.00%
2011,15,Eric Weddle (LAC),66,18,0,3,11,7,0,0,0,16,171.9,10.7,6.10%
