Season,Rank,Player,TACKLE,ASSIST,SACK,TFL,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
2015,44,Ian Williams (SF),45,20,1,2,1,0,1,1,0,16,101.4,6.3,0.00%
2015,45,Gerald McCoy (TB),26,8,8.5,8,1,0,0,0,0,15,100.8,6.7,1.00%
2015,45,Greg Hardy (DAL),23,12,6,9,1,1,1,0,0,12,100.8,8.4,0.00%
2015,47,Jacquies Smith (TB),15,7,7,5,1,0,3,3,1,12,100,8.3,0.00%
2015,48,Linval Joseph (MIN),42,14,0.5,7,1,0,1,0,0,12,98.9,8.2,0.80%
2015,48,Leonard Williams (NYJ),29,34,3,7,0,0,0,0,0,16,98.9,6.2,15.00%
2015,50,Bruce Irvin (SEA),22,16,5.5,8,2,0,1,1,0,15,98.2,6.5,1.00%
2014,1,J.J. Watt (HOU),59,19,20.5,29,10,1,4,5,2,16,325.7,20.4,3.30%
2014,2,Justin Houston (KC),60,9,22,23,5,0,4,0,0,16,266,16.6,1.00%
2014,3,Jason Pierre-Paul (NYG),54,22,12.5,16,6,0,3,1,0,16,212.9,13.3,1.80%
2014,4,Ryan Kerrigan (WAS),51,13,13.5,18,1,0,5,1,0,16,211.1,13.2,5.60%
2014,5,Connor Barwin (PHI),47,17,14.5,15,5,0,2,0,0,16,194.5,12.2,0.00%
2014,6,Mario Williams (BUF),36,6,14.5,19,2,0,2,0,0,16,175.3,11,0.00%
2014,7,Everson Griffen (MIN),41,17,12,14,3,0,1,0,0,16,172.1,10.8,1.50%
2014,8,Carlos Dunlap II (CIN),40,26,8,16,5,0,2,1,0,16,171.5,10.7,2.00%
2014,9,Ndamukong Suh (DET),44,9,8.5,21,3,0,0,0,0,16,164,10.3,1.10%
2014,10,Jerry Hughes (BUF),36,17,10,13,0,0,3,1,1,16,161.7,10.1,2.00%
2014,11,Julius Peppers (GB),29,14,7,5,11,2,4,3,2,16,161.4,10.1,0.10%
2014,12,Calais Campbell (ARI),48,10,7,16,3,1,1,0,0,14,161.3,11.5,5.40%
2014,13,Rob Ninkovich (NE),44,17,8,11,2,1,0,1,1,16,156.5,9.8,0.00%
2014,14,Aaron Donald (LAR),38,10,9,18,1,0,2,0,0,16,155.2,9.7,13.10%
2014,15,Corey Liuget (LAC),45,12,4.5,13,2,0,2,2,1,16,152.2,9.5,1.00%
2014,16,Sheldon Richardson (NYJ),42,25,8,11,1,0,1,1,0,16,151.1,9.4,1.00%
2014,17,Fletcher Cox (PHI),48,13,4,8,0,0,1,3,1,16,140.1,8.8,1.20%
2014,18,Marcell Dareus (BUF),36,13,10,12,1,0,1,0,0,15,139.6,9.3,1.10%
2014,19,Ezekiel Ansah (DET),37,12,7.5,13,0,0,3,0,0,16,139.3,8.7,1.00%
2014,20,Sen'Derrick Marks (JAC),34,10,8.5,15,3,0,0,1,0,16,138.8,8.7,0.00%
2014,21,Jurrell Casey (TEN),46,22,5,13,0,0,0,0,0,16,138.4,8.7,0.60%
2014,22,Muhammad Wilkerson (NYJ),31,25,6,13,5,0,1,0,0,13,133.4,10.3,0.00%
2014,23,Kroy Biermann (ATL),41,34,4.5,8,2,0,1,0,0,16,132.4,8.3,0.00%
2014,24,Cameron Jordan (NO),32,19,7.5,8,5,1,0,1,0,16,129.2,8.1,4.50%
2014,25,Cameron Heyward (PIT),33,20,7.5,11,4,0,0,0,0,16,128.4,8,15.40%
2014,26,Charles Johnson (CAR),29,12,8.5,9,2,0,3,1,0,16,128.3,8,0.00%
2014,27,Bruce Irvin (SEA),24,14,6.5,9,3,2,1,0,2,15,125.9,8.4,1.00%
2014,28,Brandon Graham (PHI),32,9,5.5,12,0,0,4,0,0,16,123,7.7,2.40%
2014,29,Gerald McCoy (TB),28,7,8.5,13,3,0,1,0,0,13,122.5,9.4,1.00%
2014,30,Bjoern Werner (IND),37,13,4,11,2,0,1,1,0,15,120.1,8,0.00%
2014,31,Chris Clemons (JAC),27,9,8,6,3,0,4,1,0,16,119.1,7.4,0.00%
2014,32,Justin Tuck (OAK),28,15,5,11,3,1,2,0,0,15,118.6,7.9,0.00%
2014,33,Clinton McDonald (TB),34,11,5,9,2,1,0,2,0,13,118.1,9.1,1.00%
2014,34,Johnathan Hankins (NYG),30,21,7,8,3,0,1,0,0,16,117.6,7.4,2.60%
2014,35,Michael Bennett (SEA),26,12,7,14,0,0,1,0,0,16,115.1,7.2,1.00%
2014,36,Olivier Vernon (MIA),31,15,6.5,9,0,0,2,0,0,16,114.5,7.2,3.50%
2014,37,Alex Okafor (ARI),28,2,8,11,3,1,0,0,0,13,112.5,8.7,1.00%
2014,38,William Hayes (LAR),33,9,4,11,0,0,1,1,0,16,108.1,6.8,2.00%
2014,39,Kyle Williams (BUF),30,11,5.5,8,3,1,0,0,0,15,105.2,7,3.70%
2014,40,Bennie Logan (PHI),46,12,0,8,1,0,1,0,0,16,103.8,6.5,0.00%
2014,41,Justin Smith (SF),28,15,5,7,0,0,2,1,0,16,103.1,6.4,0.00%
2014,42,Quinton Coples (NYJ),26,11,6.5,10,0,0,1,0,0,16,102.6,6.4,0.00%
2014,43,Cedric Thornton (PHI),35,16,1,5,2,0,0,3,1,16,102.3,6.4,0.00%
2014,44,Desmond Bryant (CLE),25,25,5,8,1,0,0,1,0,15,102.2,6.8,0.00%
2014,44,Jared Crick (HOU),29,27,3.5,6,6,0,0,0,0,16,102.2,6.4,0.00%
2014,46,Vinny Curry (PHI),17,2,9,7,0,0,4,1,0,16,100.6,6.3,1.00%
2014,47,Allen Bailey (KC),27,14,5,10,2,0,0,0,0,14,99.2,7.1,1.00%
2014,48,Malik Jackson (DEN),33,9,3,8,4,0,1,0,0,16,98.5,6.2,1.00%
2014,49,Stephen Paea (CHI),24,9,6,8,2,0,2,0,0,16,98,6.1,0.00%
2014,50,Jeremy Mincey (DAL),20,17,6,9,0,0,1,1,0,16,97.6,6.1,0.00%
2013,1,J.J. Watt (HOU),65,15,10.5,22,7,0,4,2,0,16,240.5,15,3.30%
2013,2,Greg Hardy (CAR),39,20,15,17,1,0,1,0,0,16,181.8,11.4,0.00%
2013,3,Justin Tuck (NYG),41,22,11,15,3,1,2,0,0,16,177.3,11.1,0.00%
2013,4,Ryan Kerrigan (WAS),47,19,8.5,15,3,0,4,0,0,16,177.2,11.1,5.60%
2013,5,Rob Ninkovich (NE),42,49,8,10,1,0,2,2,0,16,174.6,10.9,0.00%
2013,6,Muhammad Wilkerson (NYJ),43,20,10.5,13,3,1,2,0,0,16,171.9,10.7,0.00%
2013,7,Calais Campbell (ARI),45,13,9,14,6,0,1,2,0,16,169.6,10.6,5.40%
2013,8,Kyle Williams (BUF),42,26,10.5,14,1,0,1,1,0,16,169.5,10.6,3.70%
2013,9,Cameron Jordan (NO),29,18,12.5,13,4,0,2,2,0,16,161.7,10.1,4.50%
2013,10,Adrian Clayborn (TB),43,21,5.5,18,1,0,2,0,0,16,157.2,9.8,6.80%
2013,11,Olivier Vernon (MIA),46,11,11.5,13,0,0,0,0,0,16,155.9,9.7,3.50%
2013,12,Justin Houston (KC),41,3,11,11,4,0,1,2,0,11,153.4,13.9,1.00%
2013,13,Jason Hatcher (DAL),34,7,11,15,3,0,2,0,0,15,150.6,10,0.00%
2013,13,Carlos Dunlap II (CIN),39,19,7.5,8,5,0,4,1,0,16,150.6,9.4,2.00%
2013,15,Jurrell Casey (TEN),38,17,10.5,11,2,0,1,1,0,15,150.4,10,0.60%
2013,16,Connor Barwin (PHI),44,14,5,10,10,1,1,1,0,16,149.8,9.4,0.00%
2013,17,Gerald McCoy (TB),35,15,9.5,15,4,0,0,1,0,16,149.6,9.4,1.00%
2013,18,Mario Williams (BUF),28,10,13,15,3,0,1,0,0,16,147.8,9.2,0.00%
2013,19,Marcell Dareus (BUF),46,25,7.5,8,3,0,1,0,0,16,146.6,9.2,1.10%
2013,20,Chris Long (LAR),33,7,8.5,13,2,0,1,2,1,16,142.4,8.9,0.00%
2013,21,Sheldon Richardson (NYJ),42,36,3.5,12,1,0,1,0,0,16,139.8,8.7,1.00%
2013,22,Julius Peppers (CHI),31,14,7,8,3,1,2,1,1,16,132.7,8.3,0.10%
2013,23,George Selvie (DAL),37,8,7,13,1,0,1,1,0,16,131.7,8.2,0.00%
2013,24,Osi Umenyiora (ATL),31,16,7.5,6,3,1,3,0,1,16,131.2,8.2,0.00%
2013,25,Jerry Hughes (BUF),30,12,10,9,2,0,2,0,0,16,127.7,8,2.00%
2013,26,Brian Robison (MIN),25,12,9,12,3,0,0,1,1,16,127.2,7.9,0.00%
2013,27,Charles Johnson (CAR),25,6,11,13,0,0,1,1,0,14,126.7,9,0.00%
2013,28,Cameron Heyward (PIT),35,24,5,7,7,0,0,1,0,16,123,7.7,15.40%
2013,29,Michael Johnson (CIN),35,21,3.5,5,9,1,2,0,0,15,121.5,8.1,0.00%
2013,29,Ndamukong Suh (DET),36,13,5.5,9,6,0,1,0,0,16,121.5,7.6,1.10%
2013,31,Kendall Langford (LAR),36,13,5,11,4,0,0,0,0,16,117.5,7.3,0.00%
2013,32,Malik Jackson (DEN),30,12,6,11,4,0,1,0,0,16,115.8,7.2,1.00%
2013,33,Justin Smith (SF),32,17,6.5,9,0,0,1,0,0,16,113.6,7.1,0.00%
2013,34,Linval Joseph (NYG),34,25,3,8,0,0,1,1,0,15,110.1,7.3,0.80%
2013,35,Cedric Thornton (PHI),48,12,1,7,2,0,1,0,0,16,109.8,6.9,0.00%
2013,36,Darnell Dockett (ARI),36,10,4.5,12,0,0,0,0,0,16,109.6,6.9,0.00%
2013,36,Sen'Derrick Marks (JAC),28,6,4,6,8,0,2,3,0,16,109.6,6.9,0.00%
2013,38,Brooks Reed (HOU),43,13,3,9,0,0,0,0,0,16,109,6.8,1.00%
2013,39,Aldon Smith (SF),29,5,8.5,11,0,0,0,0,0,11,108.9,9.9,1.70%
2013,40,Matt Shaughnessy (ARI),31,5,3,9,1,0,1,3,1,16,108.5,6.8,0.00%
2013,41,Nick Fairley (DET),22,12,6,9,1,0,1,2,1,15,108.3,7.2,0.00%
2013,42,Michael Bennett (SEA),18,13,8.5,9,0,0,1,1,1,16,107.5,6.7,1.00%
2013,43,Dontari Poe (KC),43,8,4.5,5,4,0,0,0,0,15,107.2,7.1,1.00%
2013,44,Randy Starks (MIA),36,13,4,7,1,0,1,1,0,16,107,6.7,0.00%
2013,45,Michael Brockers (LAR),38,8,5.5,7,0,0,1,0,0,16,106.7,6.7,1.00%
2013,46,Jared Odrick (MIA),33,9,4.5,9,2,0,1,0,0,16,104.1,6.5,0.00%
2013,47,Andre Branch (JAC),30,7,6,10,3,0,0,0,0,16,104,6.5,0.00%
2013,48,Chris Jones (NE),25,29,6,8,0,0,0,0,0,13,103.5,8,0.00%
2013,49,Mathias Kiwanuka (NYG),24,16,6,8,2,0,2,0,0,16,103.3,6.5,0.00%
2013,50,Corey Liuget (LAC),32,10,5.5,7,2,0,1,0,0,16,102.2,6.4,1.00%
2013,50,Akiem Hicks (NO),29,27,4.5,8,0,0,0,0,0,16,102.2,6.4,1.00%
2012,1,J.J. Watt (HOU),69,12,20.5,39,16,0,4,2,0,16,340.3,21.3,3.30%
2012,2,Aldon Smith (SF),50,16,19.5,18,1,1,3,0,0,16,229,14.3,1.70%
2012,3,Anthony Spencer (DAL),55,40,11,14,4,0,2,1,0,14,209.9,15,0.00%
2012,4,Justin Houston (KC),53,13,10,13,6,1,1,1,0,16,184.2,11.5,1.00%
2012,5,Geno Atkins (CIN),39,15,12.5,17,2,0,4,0,0,16,181.7,11.4,1.00%
2012,6,Jason Pierre-Paul (NYG),43,23,6.5,13,5,1,1,1,1,16,167.1,10.4,1.80%
2012,7,Ryan Kerrigan (WAS),42,12,8.5,10,8,1,2,1,1,16,166.2,10.4,5.60%
2012,8,Greg Hardy (CAR),40,20,11,13,1,0,2,1,0,15,165.3,11,0.00%
2012,9,Michael Johnson (CIN),35,17,11.5,15,2,1,0,1,0,16,161,10.1,0.00%
2012,10,Charles Johnson (CAR),31,11,12.5,7,4,0,7,1,0,16,160.5,10,0.00%
2012,11,Rob Ninkovich (NE),32,26,8,9,0,0,5,4,0,16,158.2,9.9,0.00%
2012,12,Cameron Jordan (NO),41,26,8,8,3,0,3,2,0,16,158,9.9,4.50%
2012,13,Mario Williams (BUF),37,9,10.5,12,4,0,2,2,0,16,156.4,9.8,0.00%
2012,14,Julius Peppers (CHI),32,7,11.5,13,2,0,1,4,0,16,155,9.7,0.10%
2012,15,Michael Bennett (TB),34,7,9,18,3,0,3,0,0,16,154,9.6,1.00%
2012,16,Calais Campbell (ARI),50,13,6.5,13,6,0,0,0,0,13,152.6,11.7,5.40%
2012,17,Muhammad Wilkerson (NYJ),36,33,5,7,5,0,3,1,1,16,146.1,9.1,0.00%
2012,18,Carlos Dunlap II (CIN),34,7,6,8,3,1,4,3,1,14,144.1,10.3,2.00%
2012,19,Corey Liuget (LAC),36,15,7,11,9,0,1,1,0,16,142.7,8.9,1.00%
2012,20,Chris Clemons (SEA),31,9,11.5,8,4,0,3,1,0,16,141.5,8.8,0.00%
2012,21,Jabaal Sheard (CLE),38,17,7,9,3,0,1,0,0,16,128.9,8.1,1.00%
2012,22,Chris Long (LAR),25,8,11.5,15,0,0,0,0,0,16,127.2,8,0.00%
2012,23,Justin Smith (SF),47,19,3,9,2,0,0,1,0,14,126.4,9,0.00%
2012,24,Will Smith (NO),33,25,6,10,1,0,0,1,0,16,123.2,7.7,0.00%
2012,25,Brian Robison (MIN),26,11,8.5,6,7,0,3,1,0,15,123.1,8.2,0.00%
2012,26,Ndamukong Suh (DET),24,10,8,17,2,0,0,0,0,16,121.3,7.6,1.10%
2012,27,Cliff Avril (DET),28,7,9.5,10,1,0,2,0,0,16,120,7.5,0.10%
2012,28,Vince Wilfork (NE),29,19,3,6,6,0,2,4,0,16,118.1,7.4,0.00%
2012,29,Connor Barwin (HOU),35,9,3,12,6,0,0,1,0,16,114.4,7.1,0.00%
2012,30,Everson Griffen (MIN),20,3,8,11,2,1,0,2,1,16,113.9,7.1,1.50%
2012,31,William Hayes (LAR),29,6,7,12,2,0,0,1,0,16,113.2,7.1,2.00%
2012,32,Israel Idonije (CHI),29,19,7.5,8,0,0,1,0,0,16,112.1,7,0.00%
2012,33,Henry Melton (CHI),32,12,6,9,0,0,2,0,0,14,111.7,8,0.00%
2012,34,Nick Fairley (DET),28,7,5.5,11,1,0,2,1,0,13,110.5,8.5,0.00%
2012,35,Linval Joseph (NYG),33,26,4,5,0,0,1,2,0,16,109.9,6.9,0.80%
2012,36,Jonathan Babineaux (ATL),25,6,3.5,11,4,1,1,1,1,16,108.7,6.8,0.00%
2012,37,Dwan Edwards (CAR),27,25,6,7,1,0,1,0,0,14,106.6,7.6,0.00%
2012,38,Jeremy Mincey (JAC),35,6,3,7,5,0,2,1,0,16,106.3,6.6,0.00%
2012,39,Osi Umenyiora (NYG),28,15,6,7,1,0,2,0,0,16,104.5,6.5,0.00%
2012,40,Brandon Graham (PHI),30,8,5.5,7,1,0,2,1,0,16,104.2,6.5,2.40%
2012,41,Fletcher Cox (PHI),32,7,5.5,8,3,0,1,0,0,15,103.9,6.9,1.20%
2012,42,Kyle Williams (BUF),27,19,5,10,2,0,0,0,0,16,103.2,6.4,3.70%
2012,43,Haloti Ngata (BAL),33,18,5,7,1,0,0,0,0,14,102.4,7.3,0.00%
2012,44,Antonio Smith (HOU),23,7,7,7,3,0,2,1,0,16,102,6.4,0.00%
2012,45,Jurrell Casey (TEN),34,20,3,6,0,0,2,0,0,16,101.3,6.3,0.60%
2012,46,Derek Wolfe (DEN),26,14,6,9,2,0,0,0,0,16,99.2,6.2,1.00%
2012,47,Jason Hatcher (DAL),27,24,4,5,1,0,0,1,1,16,99,6.2,0.00%
2012,48,Jared Odrick (MIA),26,9,5,12,2,0,0,0,0,16,98.9,6.2,0.00%
2012,49,C.J. Mosley (JAC),36,9,2.5,4,0,0,1,3,0,16,97,6.1,0.00%
2012,50,Marcell Dareus (BUF),26,13,5.5,5,6,0,0,1,0,16,96.5,6,1.10%
2011,1,Jason Pierre-Paul (NYG),66,20,16.5,23,7,0,2,0,0,16,256.3,16,1.80%
2011,2,Calais Campbell (ARI),53,19,8,13,10,1,2,1,0,16,190.6,11.9,5.40%
2011,3,Mathias Kiwanuka (NYG),61,20,3.5,14,2,1,1,1,0,16,172,10.8,0.00%
2011,4,Cliff Avril (DET),29,7,11,7,4,1,6,3,2,16,169.5,10.6,0.10%
2011,5,Rob Ninkovich (NE),42,31,6.5,7,4,2,1,3,1,16,168.2,10.5,0.00%
2011,6,Ryan Kerrigan (WAS),42,22,7.5,9,4,1,4,0,1,16,165.4,10.3,5.60%
2011,7,Kamerion Wimbley (OAK),52,11,7,15,3,1,0,0,0,16,161.5,10.1,0.00%
2011,8,Julius Peppers (CHI),33,4,11,15,4,0,3,2,0,16,160.1,10,0.10%
2011,9,Anthony Spencer (DAL),51,15,6,12,1,0,4,0,0,16,159.5,10,0.00%
2011,10,Chris Clemons (SEA),34,17,11,12,5,0,3,0,0,16,157.5,9.8,0.00%
2011,11,Jeremy Mincey (JAC),40,17,8,10,1,1,4,1,0,16,156.6,9.8,0.00%
2011,12,Aldon Smith (SF),30,6,14,13,4,0,2,1,0,16,156.2,9.8,1.70%
2011,13,Jabaal Sheard (CLE),40,15,8.5,9,2,0,5,1,0,16,155.2,9.7,1.00%
2011,14,Connor Barwin (HOU),34,13,11.5,12,7,0,1,0,0,16,151.6,9.5,0.00%
2011,15,Charles Johnson (CAR),31,10,9,19,4,0,1,0,0,15,147.8,9.9,0.00%
2011,16,Chris Long (LAR),31,6,13,15,2,0,1,0,0,16,147.7,9.2,0.00%
2011,17,J.J. Watt (HOU),49,7,5.5,13,4,0,0,2,0,16,147.4,9.2,3.30%
2011,18,Haloti Ngata (BAL),36,28,5,6,6,0,2,3,1,16,145.2,9.1,0.00%
2011,19,Andre Carter (NE),31,21,10,13,1,0,2,0,0,14,144.6,10.3,0.00%
2011,20,Justin Smith (SF),45,13,7.5,6,2,0,3,1,0,16,141.5,8.8,0.00%
