Season,Rank,Player,TGT,TGT %,REC,YDS,Y/R,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
2012,2,Rob Gronkowski (NE),80,12.5,55,790,14.4,13,11,0,0,0,1,11,143,13,1.30%
2012,3,Tony Gonzalez (ATL),124,20.4,93,930,10,3,8,0,0,0,0,16,141,8.8,0.00%
2012,4,Heath Miller (PIT),101,17.9,71,816,11.5,11,8,0,0,0,0,15,131.6,8.8,0.00%
2012,5,Jason Witten (DAL),149,22.7,110,"1,039",9.4,8,3,0,0,0,0,16,121.9,7.6,1.00%
2012,6,Greg Olsen (CAR),104,21.2,69,843,12.2,11,5,0,0,0,0,16,114.3,7.1,7.00%
2012,7,Dennis Pitta (BAL),94,16.9,61,669,11,8,7,0,0,0,0,16,108.9,6.8,0.00%
2012,8,Owen Daniels (HOU),104,18.9,62,716,11.5,7,6,0,0,0,0,15,107.6,7.2,0.00%
2012,9,Kyle Rudolph (MIN),94,19.7,53,493,9.3,5,9,0,0,0,0,16,105.3,6.6,1.40%
2012,10,Brandon Myers (OAK),105,16.7,79,806,10.2,9,4,0,0,0,0,16,104.6,6.5,0.00%
2012,11,Jermaine Gresham (CIN),94,17.6,64,737,11.5,8,5,0,0,0,1,16,101.7,6.4,0.00%
2012,12,Antonio Gates (LAC),80,16,49,538,11,5,7,0,0,0,0,15,95.8,6.4,0.20%
2012,13,Martellus Bennett (NYG),90,16.8,55,626,11.4,7,5,0,0,0,0,16,92.6,5.8,23.00%
2012,14,Scott Chandler (BUF),74,14.8,43,571,13.3,10,6,0,0,0,1,15,91.1,6.1,0.00%
2012,15,Vernon Davis (SF),61,14.4,41,548,13.4,12,5,0,0,0,0,16,84.8,5.3,1.60%
2012,16,Aaron Hernandez (NE),83,13.2,51,483,9.5,5,5,1,5,0,0,10,78.8,7.9,0.00%
2012,17,Marcedes Lewis (JAC),77,13.2,52,540,10.4,9,4,0,0,0,0,16,78,4.9,0.00%
2012,18,Lance Kendricks (LAR),64,11.8,42,519,12.4,6,4,0,0,0,0,16,77.9,4.9,1.70%
2012,19,Jermichael Finley (GB),87,16.1,61,667,10.9,10,2,0,0,0,1,16,76.7,4.8,0.00%
2012,20,Jared Cook (TEN),72,13.2,44,523,11.9,8,4,0,0,0,1,13,74.3,5.7,0.00%
2011,1,Rob Gronkowski (NE),124,20.6,90,"1,327",14.7,22,17,1,2,1,0,16,240.9,15.1,1.30%
2011,2,Tim Tebow (DEN),0,0,0,0,0,0,0,122,660,6,6,14,199.3,14.2,0.80%
2011,3,Jimmy Graham (NO),149,22.7,99,"1,310",13.2,18,11,0,0,0,1,16,195,12.2,0.10%
2011,4,Aaron Hernandez (NE),113,18.7,79,910,11.5,12,7,5,45,0,1,14,135.5,9.7,0.00%
2011,5,Tony Gonzalez (ATL),116,19.7,80,875,10.9,8,7,0,0,0,0,16,129.5,8.1,0.00%
2011,6,Jermichael Finley (GB),92,17,55,767,13.9,14,8,0,0,0,0,16,124.7,7.8,0.00%
2011,7,Jason Witten (DAL),117,20.7,79,942,11.9,15,5,0,0,0,0,16,124.2,7.8,1.00%
2011,8,Antonio Gates (LAC),88,15.6,64,778,12.2,8,7,0,0,0,0,13,119.8,9.2,0.20%
2011,9,Vernon Davis (SF),95,21.1,67,792,11.8,15,6,2,-5,0,1,16,112.7,7,1.60%
2011,10,Brent Celek (PHI),97,17.9,62,811,13.1,14,5,0,0,0,0,16,111.1,6.9,0.00%
2011,11,Dustin Keller (NYJ),115,21.3,65,815,12.5,12,5,0,0,0,1,16,109.5,6.8,0.00%
2011,12,Brandon Pettigrew (DET),126,19.4,83,777,9.4,7,5,0,0,0,0,16,107.7,6.7,0.00%
2011,13,Fred Davis (WAS),88,15,59,796,13.5,15,3,0,0,0,1,12,95.6,8,0.00%
2011,14,Jermaine Gresham (CIN),92,17.4,56,596,10.6,10,6,0,0,0,1,14,93.6,6.7,0.00%
2011,15,Kellen Winslow (TB),121,21,75,763,10.2,5,2,0,0,0,1,16,90.3,5.6,0.00%
2011,16,Jared Cook (TEN),81,13.9,49,759,15.5,11,3,0,0,0,2,16,89.9,5.6,0.00%
2011,17,Owen Daniels (HOU),85,18.6,54,677,12.5,8,3,0,0,0,0,15,85.7,5.7,0.00%
2011,18,Jake Ballard (NYG),61,10.5,38,604,15.9,13,4,0,0,0,0,14,84.4,6,0.00%
2011,19,Greg Olsen (CAR),89,17.8,45,540,12,6,5,0,0,0,1,16,84,5.3,7.00%
2011,20,Ed Dickson (BAL),89,16.5,54,528,9.8,2,5,0,0,0,0,16,82.8,5.2,0.00%
2010,1,Jason Witten (DAL),128,22.6,94,"1,002",10.7,13,9,0,0,0,1,16,154.2,9.6,1.00%
2010,2,Antonio Gates (LAC),65,12.1,50,782,15.6,15,10,0,0,0,0,10,138.2,13.8,0.20%
2010,3,Vernon Davis (SF),93,18.7,56,914,16.3,16,7,0,0,0,0,16,135.4,8.5,1.60%
2010,4,Marcedes Lewis (JAC),89,19.1,58,700,12.1,9,10,0,0,0,2,16,126,7.9,0.00%
2010,5,Rob Gronkowski (NE),59,11.8,42,546,13,11,10,0,0,0,1,16,112.6,7,1.30%
2010,6,Kellen Winslow (TB),98,20,66,730,11.1,10,5,0,0,0,0,16,103,6.4,0.00%
2010,7,Chris Cooley (WAS),126,21,77,849,11,9,3,0,0,0,1,16,102.9,6.4,0.00%
2010,8,Tony Gonzalez (ATL),108,18.8,70,656,9.4,5,6,0,0,0,0,16,101.6,6.4,0.00%
2010,9,Tim Tebow (DEN),0,0,0,0,0,0,0,43,227,6,0,9,98.8,11,0.80%
2010,10,Dustin Keller (NYJ),100,19.5,55,687,12.5,11,5,0,0,0,0,16,98.7,6.2,0.00%
2010,11,Zach Miller (OAK),92,18.9,60,685,11.4,11,5,0,0,0,0,15,98.5,6.6,0.00%
2010,12,Aaron Hernandez (NE),64,12.8,45,563,12.5,9,6,3,47,0,0,14,97,6.9,0.00%
2010,13,Brandon Pettigrew (DET),111,17.7,71,722,10.2,8,4,0,0,0,0,16,96.2,6,0.00%
2010,14,Benjamin Watson (CLE),102,21.9,68,763,11.2,10,3,1,-1,0,0,16,94.2,5.9,2.80%
2010,15,Todd Heap (BAL),64,12.8,40,599,15,7,5,0,0,0,0,13,89.9,6.9,0.00%
2010,16,Jacob Tamme (IND),93,13.5,67,631,9.4,5,4,0,0,0,0,16,87.1,5.4,0.00%
2010,17,Kevin Boss (NYG),70,13.1,35,531,15.2,9,5,0,0,0,1,15,81.1,5.4,0.00%
2010,18,Anthony Fasano (MIA),60,11.1,39,528,13.5,9,4,0,0,0,0,15,76.8,5.1,0.10%
2010,19,Brent Celek (PHI),79,14.4,42,511,12.2,8,4,0,0,0,0,16,75.1,4.7,0.00%
2010,20,Joel Dreessen (HOU),55,9.8,36,518,14.4,9,4,0,0,0,1,16,73.8,4.6,0.00%
2009,1,Vernon Davis (SF),129,24.7,78,965,12.4,13,13,0,0,0,0,16,174.5,10.9,1.60%
2009,2,Dallas Clark (IND),133,22.2,100,"1,106",11.1,11,10,2,11,0,0,16,171.7,10.7,0.00%
2009,3,Antonio Gates (LAC),114,22.8,79,"1,157",14.6,18,8,0,0,0,0,16,163.7,10.2,0.20%
2009,4,Brent Celek (PHI),112,20.6,76,971,12.8,16,8,0,0,0,0,16,145.1,9.1,0.00%
2009,5,Tony Gonzalez (ATL),135,24.7,83,867,10.4,4,6,0,0,0,0,16,122.7,7.7,0.00%
2009,6,Visanthe Shiancoe (MIN),79,14,56,566,10.1,4,11,0,0,0,0,16,122.6,7.7,0.00%
2009,7,Kellen Winslow (TB),126,24.6,77,884,11.5,10,5,1,7,0,0,16,119.1,7.4,0.00%
2009,8,Jason Witten (DAL),124,23,94,"1,030",11,11,2,0,0,0,0,16,115,7.2,1.00%
2009,9,Heath Miller (PIT),98,18.1,76,789,10.4,8,6,0,0,0,0,16,114.9,7.2,0.00%
2009,10,Greg Olsen (CHI),108,19.7,60,612,10.2,9,8,0,0,0,0,16,109.2,6.8,7.00%
2009,11,John Carlson (SEA),83,14.8,51,574,11.3,5,7,0,0,0,0,16,99.4,6.2,0.00%
2009,12,Zach Miller (OAK),99,20.8,66,805,12.2,9,3,0,0,0,0,15,98.5,6.6,0.00%
2009,13,Jermichael Finley (GB),72,13.3,55,676,12.3,9,5,0,0,0,1,13,95.6,7.4,0.00%
2009,14,Todd Heap (BAL),75,15,53,593,11.2,10,6,1,2,0,0,16,95.5,6,0.00%
2009,15,Kevin Boss (NYG),69,13.2,42,567,13.5,12,5,1,16,0,0,15,88.3,5.9,0.00%
2009,16,Fred Davis (WAS),76,14.6,48,509,10.6,4,6,0,0,0,0,16,86.9,5.4,0.00%
2009,17,Owen Daniels (HOU),58,9.9,40,519,13,8,5,0,0,0,0,8,81.9,10.2,0.00%
2009,18,Jeremy Shockey (NO),67,12.4,48,569,11.9,6,3,0,0,0,0,13,74.9,5.8,0.00%
2009,19,Benjamin Watson (NE),41,6.9,29,404,13.9,5,5,0,0,0,0,16,70.4,4.4,2.80%
2009,20,Dustin Keller (NYJ),82,21.2,45,522,11.6,7,2,1,7,0,1,16,64.9,4.1,0.00%
2008,1,Tony Gonzalez (KC),10,40,96,"1,058",11,10,10,0,0,0,0,16,165.8,10.4,0.00%
2008,2,Jason Witten (DAL),0,0,81,952,11.8,14,4,0,0,0,0,16,120.9,7.6,1.00%
2008,3,Dallas Clark (IND),0,0,77,848,11,13,6,0,0,0,0,15,120.8,8.1,0.00%
2008,4,Antonio Gates (LAC),6,23.1,60,704,11.7,8,8,0,0,0,1,16,116.4,7.3,0.20%
2008,5,Visanthe Shiancoe (MIN),2,8.3,42,596,14.2,12,7,0,0,0,0,16,101.6,6.4,0.00%
2008,6,Owen Daniels (HOU),11,17.2,70,862,12.3,10,2,0,0,0,0,16,98.2,6.1,0.00%
2008,7,John Carlson (SEA),5,11.6,55,627,11.4,10,5,0,0,0,0,16,92.7,5.8,0.00%
2008,8,Chris Cooley (WAS),10,33.3,83,849,10.2,7,1,0,0,0,0,16,90.9,5.7,0.00%
2008,9,Anthony Fasano (MIA),3,9.7,34,454,13.4,6,7,0,0,0,0,16,87.4,5.5,0.10%
2008,9,Greg Olsen (CHI),13,18.8,54,574,10.6,6,5,0,0,0,0,16,87.4,5.5,7.00%
2008,11,Zach Miller (OAK),5,17.2,56,778,13.9,16,1,0,0,0,0,16,83.8,5.2,0.00%
2008,12,Tony Scheffler (DEN),0,0,40,645,16.1,13,3,1,-1,0,0,13,82.4,6.3,0.00%
2008,13,Bobby Wade (MIN),5,20.8,53,645,12.2,8,2,0,0,0,0,16,76.5,4.8,0.00%
2008,14,Kevin Boss (NYG),0,0,33,384,11.6,7,6,0,0,0,0,12,74.4,6.2,0.00%
2008,15,Dustin Keller (NYJ),13,18.5,48,535,11.1,7,3,0,0,0,0,16,71.5,4.5,0.00%
2008,16,Heath Miller (PIT),7,21.2,48,514,10.7,4,3,0,0,0,0,14,69.4,5,0.00%
2008,17,Bo Scaife (TEN),6,18.2,58,561,9.7,4,2,0,0,0,0,16,68.1,4.3,0.00%
2008,18,Billy Miller (NO),3,7.1,45,579,12.9,11,1,0,0,0,0,12,63.9,5.3,0.00%
2008,19,David Martin (MIA),1,3.2,31,450,14.5,8,3,0,0,0,0,15,63,4.2,0.00%
2008,20,Daniel Graham (DEN),0,0,32,389,12.2,8,4,0,0,0,0,14,62.9,4.5,0.00%
2007,1,Tony Gonzalez (KC),10,40,96,"1,058",11,10,10,0,0,0,0,16,165.8,10.4,0.00%
2007,2,Jason Witten (DAL),0,0,81,952,11.8,14,4,0,0,0,0,16,120.9,7.6,1.00%
2007,3,Dallas Clark (IND),0,0,77,848,11,13,6,0,0,0,0,15,120.8,8.1,0.00%
2007,4,Antonio Gates (LAC),6,23.1,60,704,11.7,8,8,0,0,0,1,16,116.4,7.3,0.20%
2007,5,Visanthe Shiancoe (MIN),2,8.3,42,596,14.2,12,7,0,0,0,0,16,101.6,6.4,0.00%
2007,6,Owen Daniels (HOU),11,17.2,70,862,12.3,10,2,0,0,0,0,16,98.2,6.1,0.00%
2007,7,John Carlson (SEA),5,11.6,55,627,11.4,10,5,0,0,0,0,16,92.7,5.8,0.00%
2007,8,Chris Cooley (WAS),10,33.3,83,849,10.2,7,1,0,0,0,0,16,90.9,5.7,0.00%
2007,9,Anthony Fasano (MIA),3,9.7,34,454,13.4,6,7,0,0,0,0,16,87.4,5.5,0.10%
2007,9,Greg Olsen (CHI),13,18.8,54,574,10.6,6,5,0,0,0,0,16,87.4,5.5,7.00%
2007,11,Zach Miller (OAK),5,17.2,56,778,13.9,16,1,0,0,0,0,16,83.8,5.2,0.00%
2007,12,Tony Scheffler (DEN),0,0,40,645,16.1,13,3,1,-1,0,0,13,82.4,6.3,0.00%
2007,13,Bobby Wade (MIN),5,20.8,53,645,12.2,8,2,0,0,0,0,16,76.5,4.8,0.00%
2007,14,Kevin Boss (NYG),0,0,33,384,11.6,7,6,0,0,0,0,12,74.4,6.2,0.00%
2007,15,Dustin Keller (NYJ),13,18.5,48,535,11.1,7,3,0,0,0,0,16,71.5,4.5,0.00%
2007,16,Heath Miller (PIT),7,21.2,48,514,10.7,4,3,0,0,0,0,14,69.4,5,0.00%
2007,17,Bo Scaife (TEN),6,18.2,58,561,9.7,4,2,0,0,0,0,16,68.1,4.3,0.00%
2007,18,Billy Miller (NO),3,7.1,45,579,12.9,11,1,0,0,0,0,12,63.9,5.3,0.00%
2007,19,David Martin (MIA),1,3.2,31,450,14.5,8,3,0,0,0,0,15,63,4.2,0.00%
2007,20,Daniel Graham (DEN),0,0,32,389,12.2,8,4,0,0,0,0,14,62.9,4.5,0.00%
2006,1,Antonio Gates (LAC),0,0,71,924,13,14,9,0,0,0,0,16,146.4,9.1,0.20%
2006,2,Alge Crumpler (ATL),0,0,56,780,13.9,13,8,0,0,0,0,16,126,7.9,0.00%
2006,3,Tony Gonzalez (KC),0,0,73,900,12.3,9,5,0,0,0,0,15,122,8.1,0.00%
2006,4,Todd Heap (BAL),0,0,73,765,10.5,7,6,0,0,0,0,16,112.5,7,0.00%
2006,5,Chris Cooley (WAS),0,0,57,734,12.9,12,6,0,0,0,0,16,111.4,7,0.00%
2006,6,Kellen Winslow (CLE),0,0,89,875,9.8,11,3,0,0,0,0,16,105.5,6.6,0.00%
2006,7,Jeremy Shockey (NYG),0,0,66,623,9.4,2,7,0,0,0,0,15,104.3,7,0.00%
2006,8,Desmond Clark (CHI),0,0,45,626,13.9,7,6,0,0,0,0,14,98.6,7,0.00%
2006,9,L.J. Smith (PHI),0,0,50,611,12.2,9,5,0,0,0,0,14,93.1,6.6,0.00%
2006,10,Benjamin Watson (NE),0,0,49,643,13.1,10,3,0,0,0,0,13,82.3,6.3,2.80%
2006,11,Randy McMichael (MIA),0,0,62,640,10.3,5,3,0,0,0,0,16,82,5.1,0.00%
2006,12,Jason Witten (DAL),0,0,64,754,11.8,10,1,0,0,0,0,16,81.4,5.1,1.00%
2006,13,Heath Miller (PIT),0,0,34,393,11.6,3,5,0,0,0,0,15,69.3,4.6,0.00%
2006,14,Owen Daniels (HOU),0,0,34,352,10.4,4,5,0,0,0,0,14,65.2,4.7,0.00%
2006,15,Ernest Wilford (JAC),0,0,36,524,14.6,6,2,0,0,0,0,15,64.4,4.3,0.00%
2006,16,Dallas Clark (IND),0,0,30,367,12.2,6,4,0,0,0,0,12,60.7,5.1,0.00%
2006,17,Bobby Wade (TEN),0,0,33,461,14,8,2,0,0,0,0,16,58.1,3.6,0.00%
2006,18,Bo Scaife (TEN),0,0,29,370,12.8,6,2,1,13,1,0,12,56.3,4.7,0.00%
2006,19,Dan Campbell (DET),0,0,21,308,14.7,9,4,0,0,0,0,14,54.8,3.9,0.00%
2006,20,Chris Baker (NYJ),0,0,31,300,9.7,2,4,0,0,0,0,16,54,3.4,0.00%
2005,1,Antonio Gates (LAC),9,20.9,89,"1,101",12.4,16,10,0,0,0,0,15,170.1,11.3,0.20%
2005,2,Jeremy Shockey (NYG),43,35.5,65,891,13.7,12,7,0,0,0,0,15,133.1,8.9,0.00%
2005,3,Todd Heap (BAL),7,19.4,75,855,11.4,12,7,0,0,0,0,16,127.5,8,0.00%
2005,4,Jerry Porter (OAK),0,0,76,942,12.4,14,5,1,-8,0,0,16,123.4,7.7,0.00%
2005,5,Alge Crumpler (ATL),6,23.1,65,877,13.5,15,5,0,0,0,0,16,119.7,7.5,0.00%
2005,6,Chris Cooley (WAS),11,19.6,71,774,10.9,6,7,0,0,0,0,16,119.4,7.5,0.00%
2005,7,Jason Witten (DAL),14,19.7,66,757,11.5,7,6,0,0,0,0,16,111.7,7,1.00%
2005,8,Ernest Wilford (JAC),5,8.6,41,681,16.6,13,7,0,0,0,0,16,110.1,6.9,0.00%
2005,9,Tony Gonzalez (KC),0,0,78,905,11.6,9,2,0,0,0,0,16,102.5,6.4,0.00%
2005,10,Randy McMichael (MIA),0,0,60,582,9.7,4,5,0,0,0,0,16,88.2,5.5,0.00%
2005,11,L.J. Smith (PHI),4,12.5,61,682,11.2,8,3,0,0,0,0,16,86.2,5.4,0.00%
2005,12,Jerramy Stevens (SEA),9,12.2,45,554,12.3,7,5,0,0,0,0,15,85.4,5.7,0.00%
2005,13,Heath Miller (PIT),12,18.4,39,459,11.8,8,6,0,0,0,0,14,81.9,5.9,0.00%
2005,14,Ben Troupe (TEN),0,0,55,530,9.6,4,4,0,0,0,0,14,77,5.5,0.00%
2005,15,Dallas Clark (IND),0,0,37,488,13.2,8,4,0,0,0,0,14,72.8,5.2,0.00%
2005,16,Marcus Pollard (DET),7,12,46,516,11.2,7,3,0,0,0,0,15,69.6,4.6,0.00%
2005,17,Benjamin Watson (NE),0,0,29,441,15.2,10,4,0,0,0,0,15,68.1,4.5,2.80%
2005,18,Erron Kinney (TEN),0,0,55,543,9.9,5,2,0,0,0,0,13,66.3,5.1,0.00%
2005,19,Jermaine Wiggins (MIN),0,0,69,568,8.2,2,1,0,0,0,0,15,62.8,4.2,0.00%
2005,20,Steve Heiden (CLE),0,0,43,401,9.3,3,3,0,0,0,0,15,58.1,3.9,0.00%
2004,1,Antonio Gates (LAC),114,25.7,81,964,11.9,14,13,0,0,0,0,15,174.4,11.6,0.20%
2004,2,Tony Gonzalez (KC),148,26.8,102,"1,258",12.3,19,7,1,5,0,0,16,168.3,10.5,0.00%
2004,3,Jerry Porter (OAK),136,27.2,64,998,15.6,17,9,1,-4,0,2,16,149.4,9.3,0.00%
2004,4,Jason Witten (DAL),122,25.7,87,980,11.3,13,6,0,0,0,1,16,134,8.4,1.00%
2004,5,Alge Crumpler (ATL),74,19.5,48,774,16.1,17,6,0,0,0,1,14,111.4,8,0.00%
2004,6,Randy McMichael (MIA),118,20.5,73,791,10.8,9,4,0,0,0,0,16,105.1,6.6,0.00%
2004,7,Jeremy Shockey (NYG),97,21.2,61,666,10.9,10,6,0,0,0,0,15,102.6,6.8,0.00%
2004,8,Jermaine Wiggins (MIN),92,16.9,71,705,9.9,9,4,0,0,0,0,14,94.5,6.8,0.00%
2004,9,Eric Johnson (SF),117,21.1,82,825,10.1,4,2,0,0,0,1,16,92.5,5.8,0.00%
2004,10,Daniel Graham (NE),48,9.9,30,364,12.1,6,7,0,0,0,0,14,78.4,5.6,0.00%
2004,11,Bubba Franks (GB),48,8.7,34,361,10.6,3,7,0,0,0,0,16,78.1,4.9,0.00%
2004,12,Dallas Clark (IND),39,7.8,25,423,16.9,7,5,0,0,0,1,14,70.3,5,0.00%
2004,13,Jeb Putzier (DEN),54,11.6,36,572,15.9,10,2,0,0,0,0,15,69.2,4.6,0.00%
2004,14,L.J. Smith (PHI),54,9.8,34,377,11.1,6,5,0,0,0,0,16,67.7,4.2,0.00%
2004,15,Chris Cooley (WAS),63,12.8,37,314,8.5,3,6,0,0,0,0,16,67.4,4.2,0.00%
2004,16,Marcus Pollard (IND),38,7.6,29,309,10.7,3,6,0,0,0,0,12,66.9,5.6,0.00%
2004,17,Steve Heiden (CLE),42,9.7,28,287,10.3,4,5,0,0,0,1,12,58.7,4.9,0.00%
2004,18,Jerramy Stevens (SEA),47,9.2,31,349,11.3,5,3,0,0,0,0,15,54.9,3.7,0.00%
2004,19,Freddie Jones (ARI),74,13.8,45,426,9.5,4,2,0,0,0,0,16,54.6,3.4,0.00%
2004,20,Ken Dilger (TB),55,11,39,345,8.8,3,3,0,0,0,0,16,54.5,3.4,0.00%
2003,1,Tony Gonzalez (KC),106,20.1,71,916,12.9,14,10,0,0,0,0,16,151.6,9.5,0.00%
2003,2,Shannon Sharpe (DEN),94,21.8,62,770,12.4,11,8,0,0,0,0,15,125,8.3,0.00%
2003,3,Todd Heap (BAL),112,27.4,57,693,12.2,13,3,3,21,0,0,16,97.4,6.1,0.00%
2003,4,Randy McMichael (MIA),83,18.8,49,598,12.2,8,2,0,0,0,0,16,77.8,4.9,0.00%
2003,5,Boo Williams (NO),62,12.1,41,436,10.6,4,5,0,0,0,0,15,73.6,4.9,0.00%
2003,6,Itula Mili (SEA),62,12.4,46,492,10.7,5,4,0,0,0,0,16,73.2,4.6,0.00%
2003,7,Marcus Pollard (IND),57,10.1,40,541,13.5,5,3,0,0,0,0,13,72.1,5.5,0.00%
2003,8,Alge Crumpler (ATL),80,18.1,44,552,12.5,8,3,0,0,0,1,16,71.2,4.5,0.00%
2003,9,Freddie Jones (ARI),89,17.4,55,517,9.4,5,3,0,0,0,0,16,69.7,4.4,0.00%
2003,10,Jimmy Kleinsasser (MIN),59,12.4,46,401,8.7,0,4,2,15,0,0,16,65.6,4.1,0.00%
2003,11,Daniel Graham (NE),63,11.9,38,409,10.8,8,4,0,0,0,0,13,64.9,5,0.00%
2003,12,Jeremy Shockey (NYG),70,11.5,48,535,11.1,6,2,0,0,0,1,9,63.5,7.1,0.00%
2003,13,Erron Kinney (TEN),58,11.6,41,381,9.3,2,3,0,0,0,0,16,62.1,3.9,0.00%
2003,14,Anthony Becht (NYJ),58,11.6,40,356,8.9,2,4,0,0,0,0,16,61.6,3.8,0.00%
2003,15,Mikhael Ricks (DET),61,10.8,37,434,11.7,6,2,0,0,0,0,15,55.4,3.7,0.00%
2003,16,Billy Miller (HOU),65,15.1,40,355,8.9,5,3,0,0,0,0,16,53.5,3.3,0.00%
2003,17,Bubba Franks (GB),44,9.3,30,241,8,2,4,0,0,0,0,15,52.1,3.5,0.00%
2003,18,Desmond Clark (CHI),71,14.2,44,433,9.8,4,2,0,0,0,2,15,51.3,3.4,0.00%
2003,19,Jed Weaver (SF),53,10.6,35,437,12.5,5,1,0,0,0,0,16,49.7,3.1,0.00%
2003,20,Antonio Gates (LAC),42,8.4,24,389,16.2,7,2,0,0,0,1,14,48.9,3.5,0.20%
2002,1,Tony Gonzalez (KC),106,20.1,71,916,12.9,14,10,0,0,0,0,16,151.6,9.5,0.00%
2002,2,Shannon Sharpe (DEN),94,21.8,62,770,12.4,11,8,0,0,0,0,15,125,8.3,0.00%
2002,3,Todd Heap (BAL),112,27.4,57,693,12.2,13,3,3,21,0,0,16,97.4,6.1,0.00%
2002,4,Randy McMichael (MIA),83,18.8,49,598,12.2,8,2,0,0,0,0,16,77.8,4.9,0.00%
2002,5,Boo Williams (NO),62,12.1,41,436,10.6,4,5,0,0,0,0,15,73.6,4.9,0.00%
2002,6,Itula Mili (SEA),62,12.4,46,492,10.7,5,4,0,0,0,0,16,73.2,4.6,0.00%
2002,7,Marcus Pollard (IND),57,10.1,40,541,13.5,5,3,0,0,0,0,13,72.1,5.5,0.00%
2002,8,Alge Crumpler (ATL),80,18.1,44,552,12.5,8,3,0,0,0,1,16,71.2,4.5,0.00%
2002,9,Freddie Jones (ARI),89,17.4,55,517,9.4,5,3,0,0,0,0,16,69.7,4.4,0.00%
2002,10,Jimmy Kleinsasser (MIN),59,12.4,46,401,8.7,0,4,2,15,0,0,16,65.6,4.1,0.00%
2002,11,Daniel Graham (NE),63,11.9,38,409,10.8,8,4,0,0,0,0,13,64.9,5,0.00%
2002,12,Jeremy Shockey (NYG),70,11.5,48,535,11.1,6,2,0,0,0,1,9,63.5,7.1,0.00%
2002,13,Erron Kinney (TEN),58,11.6,41,381,9.3,2,3,0,0,0,0,16,62.1,3.9,0.00%
2002,14,Anthony Becht (NYJ),58,11.6,40,356,8.9,2,4,0,0,0,0,16,61.6,3.8,0.00%
2002,15,Mikhael Ricks (DET),61,10.8,37,434,11.7,6,2,0,0,0,0,15,55.4,3.7,0.00%
2002,16,Billy Miller (HOU),65,15.1,40,355,8.9,5,3,0,0,0,0,16,53.5,3.3,0.00%
2002,17,Bubba Franks (GB),44,9.3,30,241,8,2,4,0,0,0,0,15,52.1,3.5,0.00%
2002,18,Desmond Clark (CHI),71,14.2,44,433,9.8,4,2,0,0,0,2,15,51.3,3.4,0.00%
2002,19,Jed Weaver (SF),53,10.6,35,437,12.5,5,1,0,0,0,0,16,49.7,3.1,0.00%
2002,20,Antonio Gates (LAC),42,8.4,24,389,16.2,7,2,0,0,0,1,14,48.9,3.5,0.20%
