RK,Name,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
,,,,,,,,23,65.7,0,0,441,49,,
,,,,,,,,16,76.9,0,0,323,43,,
,,,,,,,,12,61.6,0,0,451,47,,
,,,,,,,,17,59.8,0,0,222,52,,
,,,,,,,,14,63.4,1,0,386,39,,
,,,,,,,,17,59.6,1,1,269,55,,
,,,,,,,,17,59.6,0,0,354,51,,
,,,,,,,,14,59.3,0,0,293,44,,
,,,,,,,,14,59.2,0,0,273,51,,
,,,,,,,,14,66.9,0,0,268,47,,
,,,,,,,,17,66.9,0,0,174,41,,
,,,,,,,,20,55.2,0,0,335,34,,
,,,,,,,,12,54.6,0,0,400,51,,
,,,,,,,,7,54.4,1,0,720,49,,
,,,,,,,,13,76.6,1,1,229,46,,
,,,,,,,,14,56.9,1,0,228,48,,
,,,,,,,,11,52.3,2,2,362,41,,
,,,,,,,,9,50.1,1,0,424,46,,
,,,,,,,,15,56.7,0,0,414,37,,
,,,,,,,,17,52.9,0,0,265,37,,
,,,,,,,,14,56.4,0,0,166,41,,
,,,,,,,,10,52.2,1,1,282,43,,
,,,,,,,,10,48.2,1,1,857,34,,
,,,,,,,,10,48.1,0,0,474,42,,
,,,,,,,,14,56.4,0,0,117,51,,
,,,,,,,,8,49.3,0,0,310,35,,
,,,,,,,,5,46.1,0,0,259,47,,
,,,,,,,,6,45.7,2,0,231,49,,
,,,,,,,,5,45.7,1,0,358,39,,
,,,,,,,,11,45.2,0,0,335,42,,
,,,,,,,,13,52.5,1,1,221,27,,
,,,,,,,,8,45.7,0,0,352,32,,
,,,,,,,,10,45.4,1,0,466,32,,
,,,,,,,,12,45.3,1,0,163,41,,
,,,,,,,,8,44.9,1,1,541,29,,
,,,,,,,,10,44.6,0,0,250,35,,
,,,,,,,,9,41.7,1,1,282,32,,
,,,,,,,,11,50.5,0,0,159,33,,
,,,,,,,,9,40.9,0,0,291,32,,
,,,,,,,,6,38.2,1,1,177,29,,
,,,,,,,,12,40.1,1,1,222,32,,
,,,,,,,,8,56.7,0,0,303,36,,
,,,,,,,,11,44.3,1,1,221,28,,
,,,,,,,,13,55.1,0,0,214,37,,
,,,,,,,,11,43.5,0,0,334,27,,
,,,,,,,,9,42.9,1,1,181,36,,
,,,,,,,,9,57.1,0,0,252,38,,
,,,,,,,,7,36.2,0,0,615,28,,
,,,,,,,,11,61.1,0,0,118,28,,
,,,,,,,,11,43.6,0,0,134,26,,
,,,,,,,,9,50.7,0,0,119,30,,
,,,,,,,,6,35.4,1,1,166,31,,
,,,,,,,,2,35.3,3,2,311,30,,
,,,,,,,,8,37.1,1,1,293,26,,
,,,,,,,,7,39.4,0,0,234,34,,
,,,,,,,,7,36.7,1,0,190,29,,
,,,,,,,,7,58.2,0,0,93,33,,
,,,,,,,,7,35.8,0,0,309,25,,
,,,,,,,,13,47.6,1,0,259,27,,
,,,,,,,,9,71.4,1,0,414,28,,
,,,,,,,,4,35.4,0,0,144,36,,
,,,,,,,,6,32.9,0,0,342,24,,
,,,,,,,,5,34.4,0,0,165,27,,
,,,,,,,,10,39.4,0,0,38,27,,
,,,,,,,,8,36.7,1,0,108,28,,
,,,,,,,,9,45,0,0,247,28,,
,,,,,,,,7,38.4,1,1,198,23,,
,,,,,,,,9,38,0,0,193,22,,
,,,,,,,,9,58.7,0,0,74,27,,
,,,,,,,,8,35.2,0,0,187,25,,
,,,,,,,,5,30.9,0,0,123,28,,
,,,,,,,,3,30.5,2,0,271,26,,
,,,,,,,,8,32.2,0,0,115,30,,
,,,,,,,,5,38.8,1,0,123,25,,
,,,,,,,,6,54.3,0,0,274,23,,
,,,,,,,,6,61.1,0,0,344,22,,
,,,,,,,,4,30.5,0,0,552,23,,
,,,,,,,,6,28.6,0,0,255,21,,
,,,,,,,,3,28.6,1,1,528,23,,
,,,,,,,,5,29.7,0,0,204,29,,
,,,,,,,,4,28.8,0,0,302,19,,
,,,,,,,,6,28.3,1,1,80,15,,
,,,,,,,,7,26.3,0,0,214,17,,
,,,,,,,,9,26.1,0,0,112,23,,
,,,,,,,,5,29.5,2,0,73,25,,
,,,,,,,,3,29.2,0,0,219,22,,
,,,,,,,,11,31.3,0,0,59,15,,
,,,,,,,,2,25.7,1,0,450,18,,
,,,,,,,,7,25.6,0,0,103,24,,
,,,,,,,,7,25.2,0,0,146,19,,
,,,,,,,,6,24.9,0,0,220,20,,
,,,,,,,,3,24.8,1,0,101,24,,
,,,,,,,,5,24.5,0,0,183,23,,
,,,,,,,,4,27.2,1,1,271,24,,
,,,,,,,,5,31.1,1,1,88,25,,
,,,,,,,,5,26.4,0,0,214,16,,
,,,,,,,,4,56.4,1,0,100,18,,
,,,,,,,,6,35.8,1,1,102,22,,
,,,,,,,,3,22.2,1,0,434,15,,
,,,,,,,,4,25.2,0,0,147,22,,
,,,,,,,,5,26.6,0,0,128,15,,
,,,,,,,,5,28.5,1,1,152,18,,
,,,,,,,,2,28.4,0,0,133,23,,
,,,,,,,,5,46,0,0,37,23,,
,,,,,,,,3,22.8,2,1,229,16,,
,,,,,,,,7,24.2,1,0,75,18,,
,,,,,,,,7,25.8,0,0,101,16,,
,,,,,,,,5,40,0,0,206,21,,
,,,,,,,,2,22.3,0,0,159,17,,
,,,,,,,,2,20.9,0,0,360,18,,
,,,,,,,,6,21.9,0,0,83,17,,
,,,,,,,,4,21.9,0,0,321,13,,
,,,,,,,,5,21.7,0,0,149,17,,
,,,,,,,,3,20.4,1,0,452,13,,
,,,,,,,,3,20.3,0,0,191,19,,
,,,,,,,,5,24.6,1,1,263,11,,
,,,,,,,,6,21.1,0,0,79,12,,
,,,,,,,,7,33.5,1,1,199,14,,
,,,,,,,,2,20.8,0,0,429,13,,
,,,,,,,,3,23.7,0,0,67,21,,
,,,,,,,,5,19.4,0,0,65,15,,
,,,,,,,,3,25.2,1,0,196,18,,
,,,,,,,,3,19.1,0,0,139,18,,
,,,,,,,,3,20.1,0,0,110,16,,
,,,,,,,,6,21.5,0,0,231,14,,
,,,,,,,,2,18.6,0,0,253,16,,
,,,,,,,,1,19.6,0,0,138,15,,
,,,,,,,,2,23.6,0,0,63,19,,
,,,,,,,,4,21.9,2,1,117,11,,
,,,,,,,,7,43.3,0,0,84,13,,
,,,,,,,,4,25.3,0,0,54,13,,
,,,,,,,,5,18.9,0,0,107,11,,
,,,,,,,,4,17.7,1,1,209,15,,
,,,,,,,,3,18.7,0,0,357,12,,
,,,,,,,,5,42.6,1,0,140,12,,
,,,,,,,,3,17.5,1,0,350,14,,
,,,,,,,,2,24.4,0,0,160,11,,
,,,,,,,,2,17.2,0,0,143,21,,
,,,,,,,,0,22.5,0,0,34,19,,
,,,,,,,,2,17.2,0,0,339,14,,
,,,,,,,,6,17.2,0,0,99,13,,
,,,,,,,,2,17.1,0,0,79,14,,
,,,,,,,,4,17.1,0,0,272,11,,
,,,,,,,,4,19.3,0,0,157,14,,
,,,,,,,,3,19.2,3,3,174,13,,
,,,,,,,,4,19.2,1,1,314,14,,
,,,,,,,,4,17.9,0,0,132,14,,
,,,,,,,,5,31.4,0,0,73,19,,
,,,,,,,,4,18.8,0,0,304,8,,
,,,,,,,,5,16.6,1,0,339,12,,
,,,,,,,,6,28.1,0,0,140,17,,
,,,,,,,,2,16.5,0,0,155,12,,
,,,,,,,,4,18.6,0,0,43,14,,
,,,,,,,,5,27.7,0,0,360,11,,
,,,,,,,,5,19.7,0,0,36,15,,
,,,,,,,,1,17.1,0,0,140,15,,
,,,,,,,,2,17.1,1,1,296,11,,
,,,,,,,,5,67.8,0,0,52,11,,
,,,,,,,,2,18.1,1,1,318,8,,
,,,,,,,,6,20.8,0,0,62,13,,
,,,,,,,,0,20.5,0,0,257,12,,
,,,,,,,,4,66.3,0,0,57,17,,
,,,,,,,,3,20.3,0,0,361,10,,
,,,,,,,,6,16.4,0,0,86,13,,
,,,,,,,,3,15.5,1,0,301,13,,
,,,,,,,,4,15.4,0,0,50,10,,
,,,,,,,,5,14.8,1,0,69,11,,
,,,,,,,,1,14.6,0,0,164,10,,
,,,,,,,,6,14.4,0,0,64,10,,
,,,,,,,,3,18.4,0,0,115,12,,
,,,,,,,,3,14.1,0,0,55,14,,
,,,,,,,,7,16.5,0,0,40,9,,
,,,,,,,,2,16.2,0,0,31,13,,
,,,,,,,,3,15,0,0,39,10,,
,,,,,,,,3,17.2,0,0,39,12,,
,,,,,,,,2,14,0,0,68,11,,
,,,,,,,,3,14.9,0,0,291,12,,
,,,,,,,,1,13.1,1,0,179,10,,
,,,,,,,,0,13,0,0,244,7,,
,,,,,,,,0,12.8,0,0,329,10,,
,,,,,,,,3,12.5,0,0,109,10,,
,,,,,,,,3,12.3,0,0,79,7,,
,,,,,,,,2,12.2,0,0,137,12,,
,,,,,,,,3,13,0,0,223,7,,
,,,,,,,,3,14.8,0,0,53,10,,
,,,,,,,,4,29.6,0,0,85,8,,
,,,,,,,,1,25.9,0,0,209,11,,
,,,,,,,,1,12.1,1,1,203,11,,
,,,,,,,,1,17.2,0,0,194,10,,
,,,,,,,,2,15.6,0,0,46,12,,
,,,,,,,,3,22.6,0,0,69,6,,
,,,,,,,,1,16.6,2,1,227,9,,
,,,,,,,,5,16.4,0,0,64,8,,
,,,,,,,,1,11.5,0,0,222,10,,
,,,,,,,,3,11.5,0,0,104,11,,
,,,,,,,,1,12.9,0,0,119,10,,
,,,,,,,,1,11.3,0,0,199,11,,
,,,,,,,,3,19.2,0,0,67,4,,
,,,,,,,,1,21.3,1,0,245,7,,
,,,,,,,,3,11.2,0,0,56,9,,
,,,,,,,,0,14.6,0,0,86,8,,
,,,,,,,,4,11.7,0,0,54,10,,
,,,,,,,,2,11,0,0,91,13,,
,,,,,,,,1,11.6,0,0,44,10,,
,,,,,,,,2,16.9,1,1,202,7,,
,,,,,,,,2,11.6,0,0,189,8,,
,,,,,,,,4,22.9,0,0,36,7,,
,,,,,,,,1,10.5,0,0,99,8,,
,,,,,,,,4,13.8,1,1,78,7,,
,,,,,,,,1,11.1,0,0,107,9,,
,,,,,,,,2,44.5,0,0,59,8,,
,,,,,,,,0,10.1,0,0,232,7,,
,,,,,,,,2,10.1,0,0,88,7,,
,,,,,,,,2,10.1,0,0,108,9,,
,,,,,,,,1,12.2,0,0,194,7,,
,,,,,,,,1,16.9,0,0,184,6,,
,,,,,,,,1,11.2,0,0,83,8,,
,,,,,,,,3,12.8,1,1,66,7,,
,,,,,,,,2,9.6,0,0,162,7,,
,,,,,,,,3,20.1,0,0,33,7,,
,,,,,,,,2,10.7,0,0,102,9,,
,,,,,,,,3,10,1,0,58,7,,
,,,,,,,,1,13.3,0,0,151,10,,
,,,,,,,,2,15.6,0,0,29,9,,
,,,,,,,,2,8.9,0,0,162,4,,
,,,,,,,,1,8.8,0,0,135,4,,
,,,,,,,,3,9.1,0,0,74,7,,
,,,,,,,,1,9,0,0,123,7,,
,,,,,,,,1,8.4,0,0,153,8,,
,,,,,,,,2,8.4,0,0,52,9,,
,,,,,,,,0,8.8,0,0,200,9,,
,,,,,,,,1,10,0,0,111,6,,
,,,,,,,,1,17.5,0,0,56,7,,
,,,,,,,,2,46.3,0,0,63,6,,
,,,,,,,,0,8.6,1,1,206,7,,
,,,,,,,,1,10.5,0,0,170,6,,
,,,,,,,,4,11.3,0,0,23,5,,
,,,,,,,,3,9,0,0,38,7,,
,,,,,,,,1,7.8,0,0,82,7,,
,,,,,,,,2,16.3,0,0,34,7,,
,,,,,,,,2,21.5,0,0,30,8,,
,,,,,,,,3,15.9,1,1,86,4,,
,,,,,,,,0,12,1,0,28,6,,
,,,,,,,,1,6.9,0,0,77,4,,
,,,,,,,,1,6.8,0,0,16,6,,
,,,,,,,,2,16.4,0,0,17,6,,
,,,,,,,,1,7.6,0,0,72,5,,
,,,,,,,,2,7.1,0,0,63,5,,
,,,,,,,,3,12.4,0,0,58,4,,
,,,,,,,,1,6.9,0,0,76,6,,
,,,,,,,,0,6.4,0,0,119,6,,
,,,,,,,,1,9.8,0,0,86,7,,
,,,,,,,,1,8.3,0,0,71,4,,
,,,,,,,,2,6.7,0,0,7,4,,
,,,,,,,,3,11.9,0,0,39,5,,
,,,,,,,,1,6.2,0,0,109,5,,
,,,,,,,,3,8.8,0,0,53,4,,
,,,,,,,,0,10.4,0,0,138,4,,
,,,,,,,,1,6.9,0,0,68,6,,
,,,,,,,,0,7.9,0,0,154,4,,
,,,,,,,,0,14.7,0,0,108,3,,
,,,,,,,,0,20.2,0,0,14,4,,
,,,,,,,,2,7.8,1,0,57,3,,
,,,,,,,,1,7.8,0,0,121,4,,
,,,,,,,,2,7.8,0,0,84,3,,
,,,,,,,,0,7.6,0,0,105,4,,
,,,,,,,,1,5.8,1,0,133,5,,
,,,,,,,,1,6.1,0,0,105,7,,
,,,,,,,,0,10.8,0,0,66,5,,
,,,,,,,,2,5.6,0,0,120,3,,
,,,,,,,,1,13.4,0,0,12,6,,
,,,,,,,,0,5.4,0,0,25,7,,
,,,,,,,,0,7.1,0,0,22,6,,
,,,,,,,,0,7,0,0,86,2,,
,,,,,,,,0,5.4,0,0,106,3,,
,,,,,,,,1,10.1,0,0,39,3,,
,,,,,,,,2,9,0,0,58,2,,
,,,,,,,,2,5.3,0,0,33,4,,
,,,,,,,,0,14.8,0,0,24,8,,
,,,,,,,,0,5.9,0,0,28,8,,
,,,,,,,,0,5.8,0,0,109,5,,
,,,,,,,,2,5.1,0,0,29,5,,
,,,,,,,,1,9.7,0,0,8,4,,
,,,,,,,,1,5.1,0,0,99,7,,
,,,,,,,,1,7.8,0,0,29,4,,
,,,,,,,,0,5,1,1,52,6,,
,,,,,,,,0,9.4,1,0,31,5,,
,,,,,,,,1,20.8,0,0,11,3,,
,,,,,,,,2,13.5,0,0,27,5,,
,,,,,,,,0,6.1,0,0,68,4,,
,,,,,,,,1,5.3,0,0,80,3,,
,,,,,,,,1,6.5,0,0,61,3,,
,,,,,,,,0,4.5,1,1,56,3,,
,,,,,,,,0,5.1,0,0,31,4,,
,,,,,,,,0,8.4,0,0,52,4,,
,,,,,,,,0,5.4,0,0,37,4,,
,,,,,,,,2,9.4,0,0,40,3,,
,,,,,,,,0,4.8,0,0,57,4,,
,,,,,,,,0,5.5,0,0,28,3,,
,,,,,,,,0,5.8,0,0,86,6,,
,,,,,,,,0,7,0,0,33,4,,
,,,,,,,,1,11.5,0,0,51,4,,
,,,,,,,,2,4.1,0,0,23,4,,
,,,,,,,,1,4,0,0,77,3,,
,,,,,,,,1,4.5,0,0,83,2,,
,,,,,,,,1,4.5,0,0,63,1,,
,,,,,,,,1,6.7,0,0,20,2,,
,,,,,,,,1,7.2,0,0,2,2,,
,,,,,,,,0,16,0,0,73,2,,
,,,,,,,,1,3.8,0,0,20,3,,
,,,,,,,,0,4.8,0,0,85,2,,
,,,,,,,,0,4.8,0,0,31,4,,
,,,,,,,,1,4.8,0,0,9,3,,
,,,,,,,,0,5.4,0,0,44,2,,
,,,,,,,,1,11.2,0,0,4,2,,
,,,,,,,,0,3.7,0,0,63,2,,
,,,,,,,,1,7.9,0,0,83,2,,
,,,,,,,,0,3.9,0,0,21,4,,
,,,,,,,,0,3.2,0,0,61,0,,
,,,,,,,,0,17.7,0,0,5,2,,
,,,,,,,,0,7.6,0,0,12,4,,
,,,,,,,,0,3.1,0,0,43,3,,
,,,,,,,,1,3.1,0,0,45,4,,
,,,,,,,,0,3.5,0,0,27,3,,
,,,,,,,,1,3.3,0,0,33,4,,
,,,,,,,,0,3.2,1,0,102,1,,
,,,,,,,,0,5.1,0,0,21,3,,
,,,,,,,,1,8.5,0,0,19,3,,
,,,,,,,,1,12.5,0,0,26,3,,
,,,,,,,,0,2.8,0,0,35,2,,
,,,,,,,,1,4.8,0,0,3,2,,
,,,,,,,,0,5.3,0,0,10,3,,
,,,,,,,,0,5.3,0,0,26,3,,
,,,,,,,,1,5.3,0,0,0,2,,
,,,,,,,,0,3.1,0,0,17,2,,
,,,,,,,,0,7.7,0,0,2,2,,
,,,,,,,,0,2.6,0,0,20,4,,
,,,,,,,,0,3.2,0,0,17,3,,
,,,,,,,,0,4.4,0,0,25,3,,
,,,,,,,,0,4.4,0,0,60,2,,
,,,,,,,,0,4.7,0,0,14,2,,
,,,,,,,,0,20.5,0,0,9,3,,
,,,,,,,,0,2.4,0,0,13,3,,
,,,,,,,,0,12.7,0,0,68,4,,
,,,,,,,,0,19,0,0,49,2,,
,,,,,,,,0,9.3,0,0,18,3,,
,,,,,,,,0,3.7,0,0,56,0,,
,,,,,,,,0,6.2,1,1,8,1,,
,,,,,,,,1,6,0,0,4,2,,
,,,,,,,,0,36,0,0,34,2,,
,,,,,,,,1,4.5,0,0,21,2,,
,,,,,,,,0,2.1,0,0,37,2,,
,,,,,,,,0,7,0,0,23,3,,
,,,,,,,,0,4.4,0,0,2,2,,
,,,,,,,,1,2.6,0,0,0,1,,
,,,,,,,,0,8.5,0,0,40,2,,
,,,,,,,,1,2,0,0,49,1,,
,,,,,,,,1,11,0,0,20,1,,
,,,,,,,,1,1.9,0,0,39,1,,
,,,,,,,,1,1.9,0,0,57,1,,
,,,,,,,,0,2.8,0,0,16,2,,
,,,,,,,,0,2.6,0,0,9,2,,
,,,,,,,,0,10,0,0,14,1,,
,,,,,,,,0,7.5,0,0,44,0,,
,,,,,,,,0,1.8,0,0,16,3,,
,,,,,,,,0,2.3,0,0,26,1,,
,,,,,,,,0,2.7,0,0,5,2,,
,,,,,,,,0,4.3,0,0,35,1,,
,,,,,,,,0,5.6,0,0,21,2,,
,,,,,,,,0,3.9,0,0,20,1,,
,,,,,,,,0,3.4,0,0,39,2,,
,,,,,,,,0,1.8,0,0,9,2,,
,,,,,,,,1,1.5,0,0,0,1,,
,,,,,,,,0,6.5,0,0,1,1,,
,,,,,,,,0,1.5,0,0,15,1,,
,,,,,,,,0,8.3,0,0,15,1,,
,,,,,,,,0,1.5,0,0,35,1,,
,,,,,,,,1,4.2,0,0,4,1,,
,,,,,,,,0,2.8,0,0,6,1,,
,,,,,,,,0,1.5,0,0,14,2,,
,,,,,,,,1,25,0,0,22,1,,
,,,,,,,,1,1.4,0,0,2,1,,
,,,,,,,,0,4,0,0,24,0,,
,,,,,,,,0,7.7,0,0,5,1,,
,,,,,,,,0,11.5,0,0,1,1,,
,,,,,,,,1,1.3,0,0,25,2,,
,,,,,,,,0,1.8,0,0,14,1,,
,,,,,,,,1,1.2,0,0,17,1,,
,,,,,,,,0,1.8,0,0,5,2,,
,,,,,,,,0,3,1,1,9,0,,
,,,,,,,,0,1.2,0,0,5,1,,
,,,,,,,,1,1.5,0,0,3,1,,
,,,,,,,,0,5.3,0,0,14,0,,
,,,,,,,,0,3.3,0,0,20,2,,
,,,,,,,,0,1.8,0,0,6,1,,
,,,,,,,,0,20,0,0,3,1,,
,,,,,,,,0,3.3,0,0,2,1,,
,,,,,,,,0,1.9,0,0,21,1,,
,,,,,,,,0,1.3,0,0,4,2,,
,,,,,,,,0,1.1,0,0,24,1,,
,,,,,,,,0,4.5,0,0,7,1,,
,,,,,,,,0,4.3,0,0,9,1,,
,,,,,,,,0,2.1,0,0,5,1,,
,,,,,,,,0,1.6,0,0,6,0,,
,,,,,,,,0,8,0,0,0,1,,
,,,,,,,,0,3.8,0,0,11,1,,
,,,,,,,,0,5,0,0,4,0,,
,,,,,,,,0,1.4,0,0,16,1,,
,,,,,,,,0,3.8,0,0,6,1,,
,,,,,,,,0,15,0,0,0,0,,
,,,,,,,,0,1.2,0,0,9,1,,
,,,,,,,,0,1.1,0,0,16,0,,
,,,,,,,,0,0.8,0,0,11,1,,
,,,,,,,,0,0.9,0,0,2,2,,
,,,,,,,,0,0.8,0,0,12,1,,
,,,,,,,,0,1,0,0,9,1,,
,,,,,,,,0,3.7,0,0,27,1,,
,,,,,,,,0,5.5,0,0,5,1,,
,,,,,,,,0,0.6,0,0,11,1,,
,,,,,,,,0,11,0,0,22,1,,
,,,,,,,,0,0.9,0,0,8,0,,
,,,,,,,,0,1.7,0,0,5,0,,
,,,,,,,,0,10,0,0,6,1,,
,,,,,,,,0,4.5,0,0,13,0,,
,,,,,,,,0,1.3,0,0,7,0,,
,,,,,,,,0,4.5,0,0,7,1,,
,,,,,,,,0,0.6,0,0,11,0,,
,,,,,,,,0,0.9,0,0,14,0,,
,,,,,,,,0,0.7,0,0,2,0,,
,,,,,,,,0,1.6,0,0,7,0,,
,,,,,,,,0,1.3,0,0,8,1,,
,,,,,,,,0,2.7,0,0,2,0,,
,,,,,,,,0,0.7,0,0,10,0,,
,,,,,,,,0,0.4,0,0,6,0,,
,,,,,,,,0,0.6,0,0,7,0,,
,,,,,,,,0,0.6,0,0,0,1,,
,,,,,,,,0,1.4,1,0,13,0,,
,,,,,,,,0,1.2,0,0,16,0,,
,,,,,,,,0,0.5,0,0,0,1,,
,,,,,,,,0,0.9,0,0,15,0,,
,,,,,,,,0,0.5,0,0,8,0,,
